,account_id,date,amount,balance,status
115,1787,1994-12-31,-30.0,26944.8,B
116,1787,1995-01-03,-3300.0,23644.8,B
117,1787,1995-01-04,18228.0,41872.8,B
118,1787,1995-01-05,-4500.0,37372.8,B
119,1787,1995-01-11,-3500.0,33872.8,B
120,1787,1995-01-14,15188.0,49060.8,B
121,1787,1995-01-16,-2700.0,46360.8,B
122,1787,1995-01-16,-4500.0,41860.8,B
123,1787,1995-01-17,-5500.0,36360.8,B
124,1787,1995-01-21,3533.0,32827.8,B
125,1787,1995-01-24,-1500.0,31327.8,B
126,1787,1995-01-26,-1500.0,29827.8,B
127,1787,1995-01-30,3781.0,26046.8,B
128,1787,1995-01-31,142.8,26189.7,B
129,1787,1995-01-31,-30.0,26159.7,B
130,1787,1995-02-02,27487.0,53646.7,B
131,1787,1995-02-06,8524.0,62170.7,B
132,1787,1995-02-10,-14400.0,47770.7,B
133,1787,1995-02-16,-6500.0,38170.7,B
134,1787,1995-02-16,-3100.0,44670.7,B
135,1787,1995-02-28,183.9,38354.6,B
136,1787,1995-02-28,-30.0,38324.6,B
137,1787,1995-03-01,18215.0,56539.6,B
138,1787,1995-03-01,22649.0,33890.6,B
139,1787,1995-03-11,-10400.0,23490.6,B
140,1787,1995-03-12,6200.0,29690.6,B
141,1787,1995-03-14,-3100.0,26590.6,B
142,1787,1995-03-16,43219.0,69809.6,B
143,1787,1995-03-18,47695.0,117504.6,B
144,1787,1995-03-18,-18700.0,98804.6,B
145,1787,1995-03-22,22279.0,76525.6,B
146,1787,1995-03-31,278.2,76803.7,B
147,1787,1995-03-31,-30.0,76773.7,B
148,1787,1995-04-07,-10300.0,66473.7,B
149,1787,1995-04-08,21340.0,45133.7,B
150,1787,1995-04-11,-3500.0,41633.7,B
151,1787,1995-04-11,-10400.0,31233.7,B
152,1787,1995-04-12,7482.0,38715.7,B
153,1787,1995-04-29,-12000.0,26715.7,B
154,1787,1995-04-30,195.5,26911.2,B
155,1787,1995-04-30,-30.0,26881.2,B
156,1787,1995-05-11,3000.0,29881.2,B
157,1787,1995-05-14,5562.0,35443.2,B
158,1787,1995-05-15,-3100.0,32343.2,B
159,1787,1995-05-18,43224.0,75567.2,B
160,1787,1995-05-26,36922.0,112489.2,B
161,1787,1995-05-28,-7800.0,104689.2,B
162,1787,1995-05-31,231.3,104920.4,B
163,1787,1995-05-31,-30.0,104890.4,B
164,1787,1995-06-03,-35700.0,100545.4,B
165,1787,1995-06-03,31355.0,136245.4,B
166,1787,1995-06-08,-4000.0,96545.4,B
167,1787,1995-06-10,-32900.0,63645.4,B
168,1787,1995-06-12,5170.0,68815.4,B
169,1787,1995-06-18,-10100.0,58715.4,B
170,1787,1995-06-30,305.3,59020.7,B
171,1787,1995-06-30,-30.0,58990.7,B
172,1787,1995-07-09,-9900.0,49090.7,B
173,1787,1995-07-10,-14300.0,34790.7,B
174,1787,1995-07-14,-3900.0,30890.7,B
175,1787,1995-07-22,13599.0,44489.7,B
176,1787,1995-07-31,186.4,44676.1,B
177,1787,1995-07-31,-30.0,81246.1,B
178,1787,1995-07-31,36600.0,81276.1,B
179,1787,1995-08-02,47810.0,129056.1,B
180,1787,1995-08-02,-16500.0,112556.1,B
181,1787,1995-08-09,-45000.0,67556.1,B
182,1787,1995-08-11,21228.0,88784.1,B
183,1787,1995-08-13,-3300.0,85484.1,B
184,1787,1995-08-13,-4600.0,80884.1,B
185,1787,1995-08-19,23811.0,57073.1,B
186,1787,1995-08-20,-10800.0,46273.1,B
187,1787,1995-08-23,12239.0,34034.1,B
188,1787,1995-08-29,-4100.0,29934.1,B
189,1787,1995-08-31,306.4,30240.4,B
190,1787,1995-08-31,-30.0,30210.4,B
191,1787,1995-09-08,-6400.0,23810.4,B
192,1787,1995-09-12,40697.0,64507.4,B
193,1787,1995-09-20,-8300.0,56207.4,B
194,1787,1995-09-27,18498.0,74705.4,B
195,1787,1995-09-30,212.0,74917.4,B
196,1787,1995-09-30,-30.0,74887.4,B
197,1787,1995-10-07,-4600.0,70287.4,B
198,1787,1995-10-08,-4500.0,65787.4,B
199,1787,1995-10-08,-22200.0,43587.4,B
200,1787,1995-10-09,-7500.0,36087.4,B
201,1787,1995-10-10,10280.0,46367.4,B
202,1787,1995-10-11,13166.0,33201.4,B
203,1787,1995-10-24,-4500.0,28701.4,B
204,1787,1995-10-31,174.8,28876.3,B
205,1787,1995-10-31,-30.0,28846.3,B
206,1787,1995-11-05,-4900.0,23946.3,B
207,1787,1995-11-07,400.0,24346.3,B
208,1787,1995-11-19,-6700.0,17646.3,B
209,1787,1995-11-29,-4300.0,13346.3,B
210,1787,1995-11-30,90.7,13437.0,B
211,1787,1995-11-30,-30.0,13407.0,B
212,1787,1995-12-05,-9100.0,4307.0,B
213,1787,1995-12-07,2500.0,6807.0,B
214,1787,1995-12-31,31.5,6838.5,B
215,1787,1995-12-31,-30.0,6808.5,B
216,1787,1996-01-06,5600.0,12408.5,B
217,1787,1996-01-10,-4400.0,8008.5,B
218,1787,1996-01-11,22383.0,30391.5,B
219,1787,1996-01-16,-5600.0,24791.5,B
220,1787,1996-01-25,26760.0,51551.5,B
221,1787,1996-01-29,-2400.0,49151.5,B
222,1787,1996-01-31,105.1,49256.6,B
223,1787,1996-01-31,-30.0,49226.6,B
224,1787,1996-02-02,13939.0,63165.6,B
225,1787,1996-02-04,4422.0,69627.6,B
226,1787,1996-02-04,10884.0,74049.6,B
227,1787,1996-02-05,-22400.0,47227.6,B
228,1787,1996-02-06,-5000.0,42227.6,B
229,1787,1996-02-12,-10100.0,32127.6,B
230,1787,1996-02-29,155.2,32282.8,B
231,1787,1996-02-29,-30.0,32252.8,B
232,1787,1996-03-06,-6400.0,25852.8,B
233,1787,1996-03-14,-3300.0,22552.8,B
234,1787,1996-03-25,-6200.0,16352.8,B
235,1787,1996-03-31,102.8,16455.6,B
236,1787,1996-03-31,-30.0,16425.6,B
237,1787,1996-04-05,6300.0,22725.6,B
238,1787,1996-04-10,-3500.0,19225.6,B
239,1787,1996-04-19,-7600.0,11625.6,B
240,1787,1996-04-23,18710.0,30335.6,B
241,1787,1996-04-30,82.3,30417.8,B
242,1787,1996-04-30,-30.0,30387.8,B
243,1787,1996-05-05,-4200.0,26187.8,B
244,1787,1996-05-14,-4400.0,21787.8,B
245,1787,1996-05-25,5681.0,27468.8,B
246,1787,1996-05-27,-8700.0,18768.8,B
247,1787,1996-05-31,102.7,18871.6,B
248,1787,1996-05-31,-30.0,18841.6,B
249,1787,1996-06-04,3600.0,22441.6,B
250,1787,1996-06-04,-3200.0,19241.6,B
251,1787,1996-06-11,15627.0,34868.6,B
252,1787,1996-06-22,-7200.0,27668.6,B
253,1787,1996-06-30,111.7,27780.2,B
254,1787,1996-06-30,-30.0,27750.2,B
255,1787,1996-07-04,700.0,28450.2,B
256,1787,1996-07-09,-3200.0,25250.2,B
257,1787,1996-07-11,-11700.0,36137.2,B
258,1787,1996-07-11,22587.0,47837.2,B
259,1787,1996-07-24,46083.0,82220.2,B
260,1787,1996-07-25,19850.0,102070.2,B
261,1787,1996-07-26,-35700.0,75217.2,B
262,1787,1996-07-26,8847.0,110917.2,B
263,1787,1996-07-30,-34200.0,71928.2,B
264,1787,1996-07-30,30911.0,106128.2,B
265,1787,1996-07-31,221.1,72149.3,B
266,1787,1996-07-31,-30.0,72119.3,B
267,1787,1996-08-03,-25000.0,47119.3,B
268,1787,1996-08-07,3543.0,43576.3,B
269,1787,1996-08-10,-3600.0,39976.3,B
270,1787,1996-08-11,45651.0,85627.3,B
271,1787,1996-08-20,-8200.0,77427.3,B
272,1787,1996-08-29,-4200.0,73227.3,B
273,1787,1996-08-31,304.8,73532.1,B
274,1787,1996-08-31,-30.0,73502.1,B
275,1787,1996-09-02,17390.0,90892.1,B
276,1787,1996-09-02,-27200.0,42752.1,B
277,1787,1996-09-02,20940.0,69952.1,B
278,1787,1996-09-04,-7700.0,35052.1,B
279,1787,1996-09-13,35418.0,70470.1,B
280,1787,1996-09-18,13407.0,83877.1,B
281,1787,1996-09-27,-11100.0,72777.1,B
282,1787,1996-09-30,270.4,73047.5,B
283,1787,1996-09-30,-30.0,73017.5,B
284,1787,1996-10-02,-30200.0,42817.5,B
285,1787,1996-10-07,-4100.0,38717.5,B
286,1787,1996-10-15,-14400.0,24317.5,B
287,1787,1996-10-31,153.0,24470.5,B
288,1787,1996-10-31,-30.0,24440.5,B
289,1787,1996-11-01,-14600.0,28965.5,B
290,1787,1996-11-01,26415.0,50855.5,B
291,1787,1996-11-01,7290.0,43565.5,B
292,1787,1996-11-07,-7500.0,21465.5,B
293,1787,1996-11-13,-4800.0,16665.5,B
294,1787,1996-11-30,92.8,16758.3,B
295,1787,1996-11-30,-30.0,16728.3,B
296,1787,1996-12-01,-3300.0,11328.3,B
297,1787,1996-12-01,-2100.0,14628.3,B
298,1787,1996-12-06,34093.0,45421.3,B
299,1787,1996-12-10,11887.0,57308.3,B
300,1787,1996-12-11,16392.0,73700.3,B
301,1787,1996-12-17,10927.0,84627.3,B
302,1787,1996-12-18,-4800.0,79827.3,B
303,1787,1996-12-19,-7100.0,72727.3,B
304,1787,1996-12-31,245.3,72972.7,B
305,1787,1996-12-31,-27500.0,45472.7,B
306,1787,1996-12-31,-30.0,45442.7,B
307,1787,1997-01-07,-8400.0,37042.7,B
308,1787,1997-01-09,-6100.0,30942.7,B
309,1787,1997-01-11,-4600.0,26342.7,B
310,1787,1997-01-16,-3600.0,22742.7,B
311,1787,1997-01-27,-11200.0,11542.7,B
312,1787,1997-01-30,-3300.0,8242.7,B
313,1787,1997-01-31,141.9,8384.5,B
314,1787,1997-01-31,-30.0,8354.5,B
315,1787,1997-02-03,-4700.0,3654.5,B
316,1787,1997-02-28,30.8,3685.3,B
317,1787,1997-02-28,-30.0,3655.3,B
318,1787,1997-03-12,-3700.0,-44.7,B
319,1787,1997-03-31,-0.3,-63.4,B
320,1787,1997-03-31,11.6,-33.1,B
321,1787,1997-03-31,-30.0,-63.1,B
322,1787,1997-04-30,-8.6,-101.9,B
323,1787,1997-04-30,-30.0,-93.4,B
324,1787,1997-05-31,-30.0,-131.9,B
325,1787,1997-06-02,34418.0,34286.1,B
326,1787,1997-06-08,-3700.0,30586.1,B
327,1787,1997-06-09,-4700.0,25886.1,B
328,1787,1997-06-28,-2700.0,23186.1,B
329,1787,1997-06-29,-2400.0,20786.1,B
330,1787,1997-06-29,-9500.0,11286.1,B
331,1787,1997-06-30,-2.0,11351.6,B
332,1787,1997-06-30,76.3,11362.4,B
333,1787,1997-06-30,-8.9,11353.6,B
334,1787,1997-06-30,-30.0,11321.6,B
335,1787,1997-07-07,-3900.0,7421.6,B
336,1787,1997-07-31,43.3,7464.9,B
337,1787,1997-07-31,-30.0,7434.9,B
338,1787,1997-08-08,-4500.0,2934.9,B
339,1787,1997-08-31,26.9,2961.7,B
340,1787,1997-08-31,-30.0,2931.7,B
341,1787,1997-09-03,-3500.0,-568.3,B
342,1787,1997-09-15,47694.0,47125.7,B
343,1787,1997-09-27,-17200.0,29925.7,B
344,1787,1997-09-29,-7500.0,22425.7,B
345,1787,1997-09-30,100.4,81345.2,B
346,1787,1997-09-30,37457.0,59882.7,B
347,1787,1997-09-30,-30.0,81315.2,B
348,1787,1997-09-30,21362.0,81244.7,B
349,1787,1997-10-14,-3500.0,77815.2,B
350,1787,1997-10-27,-34100.0,43715.2,B
351,1787,1997-10-31,235.1,43950.3,B
352,1787,1997-10-31,-30.0,40620.3,B
353,1787,1997-10-31,-3300.0,40650.3,B
354,1787,1997-11-01,21703.0,18917.3,B
355,1787,1997-11-19,-7700.0,11217.3,B
356,1787,1997-11-30,125.1,11342.4,B
357,1787,1997-11-30,-30.0,11312.4,B
358,1787,1997-12-01,-3300.0,8012.4,B
359,1787,1997-12-31,43.0,8055.4,B
360,1787,1997-12-31,-30.0,8025.4,B
361,1787,1998-01-07,-4900.0,3125.4,B
362,1787,1998-01-31,29.0,3154.4,B
363,1787,1998-01-31,-30.0,3124.4,B
364,1787,1998-02-28,9.1,3133.5,B
365,1787,1998-02-28,-30.0,3103.5,B
366,1787,1998-03-31,-30.0,3073.5,B
367,1787,1998-04-30,9.1,3092.1,B
368,1787,1998-04-30,9.4,3083.0,B
369,1787,1998-04-30,-30.0,3062.1,B
370,1787,1998-05-31,-30.0,3032.1,B
371,1787,1998-06-30,9.4,3041.5,B
372,1787,1998-06-30,9.1,3050.6,B
373,1787,1998-06-30,-30.0,3020.6,B
374,1787,1998-07-25,45816.0,48836.6,B
375,1787,1998-07-31,15.2,48851.8,B
376,1787,1998-07-31,-30.0,48821.8,B
377,1787,1998-08-04,-3600.0,45221.8,B
378,1787,1998-08-06,-8900.0,36321.8,B
379,1787,1998-08-12,8806.0,27515.8,B
380,1787,1998-08-23,-11300.0,16215.8,B
381,1787,1998-08-31,117.3,16333.2,B
382,1787,1998-08-31,-30.0,16303.2,B
383,1787,1998-09-10,-3400.0,12903.2,B
384,1787,1998-09-11,22641.0,35544.2,B
385,1787,1998-09-12,-9500.0,26044.2,B
386,1787,1998-09-22,-6100.0,19944.2,B
387,1787,1998-09-30,83.5,20027.7,B
388,1787,1998-09-30,-30.0,19997.7,B
389,1787,1998-10-10,-3600.0,16397.7,B
390,1787,1998-10-15,-9200.0,7197.7,B
391,1787,1998-10-28,-4900.0,2297.7,B
392,1787,1998-10-31,46.2,2343.9,B
393,1787,1998-10-31,-30.0,2313.9,B
394,1787,1998-11-02,43563.0,45876.9,B
395,1787,1998-11-08,-13800.0,32076.9,B
396,1787,1998-11-21,-6000.0,26076.9,B
397,1787,1998-11-28,-6300.0,19776.9,B
398,1787,1998-11-30,88.4,19865.3,B
399,1787,1998-11-30,-30.0,19835.3,B
400,1787,1998-12-02,-4300.0,15535.3,B
401,1787,1998-12-27,-9700.0,5835.3,B
402,1787,1998-12-31,67.8,5903.1,B
403,1801,1993-02-13,700.0,700.0,A
404,1801,1993-02-28,2.9,702.9,A
405,1801,1993-02-28,18972.0,19674.9,A
406,1801,1993-03-15,3700.0,23374.9,A
407,1801,1993-03-16,8368.0,31742.9,A
408,1801,1993-03-20,36574.0,68316.9,A
409,1801,1993-03-31,166.9,68483.8,A
410,1801,1993-04-07,20562.0,89045.8,A
411,1801,1993-04-13,31467.0,120512.8,A
412,1801,1993-04-13,-54300.0,66212.8,A
413,1801,1993-04-14,-22800.0,43412.8,A
414,1801,1993-04-24,5630.0,49042.8,A
415,1801,1993-04-28,28095.0,77137.8,A
416,1801,1993-04-30,242.0,77379.8,A
417,1801,1993-04-30,5669.0,71710.8,A
418,1801,1993-04-30,-14.6,71696.2,A
419,1801,1993-05-05,-956.0,70740.2,A
420,1801,1993-05-06,35707.0,106447.2,A
421,1801,1993-05-09,-3419.0,103028.2,A
422,1801,1993-05-12,-4167.0,98861.2,A
423,1801,1993-05-14,-37100.0,61761.2,A
424,1801,1993-05-25,-5700.0,56061.2,A
425,1801,1993-05-31,303.4,56364.6,A
426,1801,1993-05-31,-14.6,56350.0,A
427,1801,1993-06-03,8013.0,48337.0,A
428,1801,1993-06-04,-15900.0,32437.0,A
429,1801,1993-06-05,-956.0,31481.0,A
430,1801,1993-06-09,-3419.0,28062.0,A
431,1801,1993-06-12,-4167.0,23895.0,A
432,1801,1993-06-13,-100.0,23795.0,A
433,1801,1993-06-23,10105.0,33900.0,A
434,1801,1993-06-27,-6600.0,27300.0,A
435,1801,1993-06-30,127.5,27427.5,A
436,1801,1993-06-30,-14.6,27412.9,A
437,1801,1993-07-05,-956.0,26456.9,A
438,1801,1993-07-07,29171.0,55627.9,A
439,1801,1993-07-09,-3419.0,52208.9,A
440,1801,1993-07-12,-4167.0,48041.9,A
441,1801,1993-07-12,-4610.0,43431.9,A
442,1801,1993-07-13,-10700.0,32731.9,A
443,1801,1993-07-14,38412.0,71143.9,A
444,1801,1993-07-18,12758.0,58385.9,A
445,1801,1993-07-31,216.5,58602.4,A
446,1801,1993-07-31,-14.6,58587.8,A
447,1801,1993-08-03,18080.0,76667.8,A
448,1801,1993-08-05,-956.0,75711.8,A
449,1801,1993-08-09,-3419.0,72292.8,A
450,1801,1993-08-12,-4610.0,41815.8,A
451,1801,1993-08-12,-21700.0,50592.8,A
452,1801,1993-08-12,-4167.0,46425.8,A
453,1801,1993-08-19,30826.0,72641.8,A
454,1801,1993-08-31,272.0,72913.8,A
455,1801,1993-08-31,-14.6,72899.2,A
456,1801,1993-09-04,23297.0,49602.2,A
457,1801,1993-09-05,-956.0,48646.2,A
458,1801,1993-09-07,42531.0,91177.2,A
459,1801,1993-09-09,-3419.0,87758.2,A
460,1801,1993-09-11,-32500.0,55258.2,A
461,1801,1993-09-12,-4610.0,46481.2,A
462,1801,1993-09-12,-4167.0,51091.2,A
463,1801,1993-09-30,245.6,46726.8,A
464,1801,1993-09-30,-14.6,46712.2,A
465,1801,1993-10-05,-956.0,45756.2,A
466,1801,1993-10-09,-3419.0,42337.2,A
467,1801,1993-10-11,-11200.0,31137.2,A
468,1801,1993-10-12,-4167.0,22360.2,A
469,1801,1993-10-12,-4610.0,26527.2,A
470,1801,1993-10-31,136.6,22496.7,A
471,1801,1993-10-31,-14.6,22482.1,A
472,1801,1993-11-01,38089.0,60571.1,A
473,1801,1993-11-05,-956.0,59615.1,A
474,1801,1993-11-09,-3419.0,56196.1,A
475,1801,1993-11-10,-16900.0,39296.1,A
476,1801,1993-11-12,-4167.0,30519.1,A
477,1801,1993-11-12,-4610.0,34686.1,A
478,1801,1993-11-18,-5700.0,24819.1,A
479,1801,1993-11-20,26578.0,51397.1,A
480,1801,1993-11-24,11319.0,62716.1,A
481,1801,1993-11-30,186.2,62902.3,A
482,1801,1993-11-30,-14.6,62887.7,A
483,1801,1993-12-04,13877.0,49010.7,A
484,1801,1993-12-05,-956.0,48054.7,A
485,1801,1993-12-06,14614.0,62668.7,A
486,1801,1993-12-09,-3419.0,59249.7,A
487,1801,1993-12-10,-5200.0,32278.7,A
488,1801,1993-12-10,21771.0,37478.7,A
489,1801,1993-12-12,-4167.0,28111.7,A
490,1801,1993-12-12,-4610.0,23501.7,A
491,1801,1993-12-12,-8400.0,15101.7,A
492,1801,1993-12-20,10902.0,26003.7,A
493,1801,1993-12-22,16036.0,42039.7,A
494,1801,1993-12-31,177.3,42217.0,A
495,1801,1993-12-31,-14.6,42202.4,A
496,1801,1994-01-05,-956.0,41246.4,A
497,1801,1994-01-07,-17700.0,23546.4,A
498,1801,1994-01-09,-3419.0,19427.4,A
499,1801,1994-01-09,-700.0,22846.4,A
500,1801,1994-01-12,-4167.0,10650.4,A
501,1801,1994-01-12,-4610.0,14817.4,A
502,1801,1994-01-20,32433.0,43083.4,A
503,1801,1994-01-25,-5700.0,37383.4,A
504,1801,1994-01-30,-5700.0,31683.4,A
505,1801,1994-01-31,123.6,31807.0,A
506,1801,1994-01-31,-14.6,31792.4,A
507,1801,1994-02-03,-10200.0,21592.4,A
508,1801,1994-02-05,-956.0,20636.4,A
509,1801,1994-02-08,1300.0,21936.4,A
510,1801,1994-02-09,-3419.0,18517.4,A
511,1801,1994-02-12,-4167.0,9740.4,A
512,1801,1994-02-12,-4610.0,13907.4,A
513,1801,1994-02-28,64.3,9804.7,A
514,1801,1994-02-28,-14.6,9790.1,A
515,1801,1994-03-05,-956.0,8834.1,A
516,1801,1994-03-09,-3419.0,5415.1,A
517,1801,1994-03-10,10700.0,16115.1,A
518,1801,1994-03-12,-4167.0,11948.1,A
519,1801,1994-03-12,-4610.0,7338.1,A
520,1801,1994-03-15,39311.0,46649.1,A
521,1801,1994-03-24,31061.0,77710.1,A
522,1801,1994-03-31,160.4,77870.5,A
523,1801,1994-03-31,-14.6,77855.9,A
524,1801,1994-04-05,-956.0,76899.9,A
525,1801,1994-04-09,-22100.0,51380.9,A
526,1801,1994-04-09,-3419.0,73480.9,A
527,1801,1994-04-12,-4167.0,42603.9,A
528,1801,1994-04-12,-4610.0,46770.9,A
529,1801,1994-04-24,-3300.0,39303.9,A
530,1801,1994-04-28,-6900.0,32403.9,A
531,1801,1994-04-30,214.3,32618.2,A
532,1801,1994-04-30,-14.6,32603.6,A
533,1801,1994-05-03,44492.0,77095.6,A
534,1801,1994-05-05,-956.0,76139.6,A
535,1801,1994-05-09,-25200.0,50939.6,A
536,1801,1994-05-09,-3419.0,47520.6,A
537,1801,1994-05-12,-4610.0,38743.6,A
538,1801,1994-05-12,-4167.0,43353.6,A
539,1801,1994-05-31,181.8,38925.5,A
540,1801,1994-05-31,-14.6,38910.9,A
541,1801,1994-06-05,-956.0,37954.9,A
542,1801,1994-06-08,-6200.0,31754.9,A
543,1801,1994-06-09,-3419.0,28335.9,A
544,1801,1994-06-12,-4167.0,19558.9,A
545,1801,1994-06-12,-4610.0,23725.9,A
546,1801,1994-06-27,7052.0,26610.9,A
547,1801,1994-06-30,118.3,26729.2,A
548,1801,1994-06-30,-14.6,26714.6,A
549,1801,1994-07-05,-956.0,25758.6,A
550,1801,1994-07-08,1700.0,27458.6,A
551,1801,1994-07-09,-3419.0,24039.6,A
552,1801,1994-07-12,-4167.0,19872.6,A
553,1801,1994-07-12,-4610.0,15262.6,A
554,1801,1994-07-31,79.6,15342.2,A
555,1801,1994-07-31,-14.6,15327.6,A
556,1801,1994-08-05,-956.0,14371.6,A
557,1801,1994-08-07,6900.0,21271.6,A
558,1801,1994-08-09,-3419.0,17852.6,A
559,1801,1994-08-10,7875.0,25727.6,A
560,1801,1994-08-12,-4167.0,21560.6,A
561,1801,1994-08-12,-4610.0,16950.6,A
562,1801,1994-08-29,24597.0,41547.6,A
563,1801,1994-08-30,-10200.0,31347.6,A
564,1801,1994-08-31,89.6,31437.2,A
565,1801,1994-08-31,-8400.0,23037.2,A
566,1801,1994-08-31,-14.6,23022.6,A
567,1801,1994-09-05,-956.0,22066.6,A
568,1801,1994-09-06,1800.0,23866.6,A
569,1801,1994-09-09,-3419.0,20447.6,A
570,1801,1994-09-12,-4167.0,16280.6,A
571,1801,1994-09-12,-4610.0,11670.6,A
572,1801,1994-09-30,69.0,38711.6,A
573,1801,1994-09-30,26972.0,38642.6,A
574,1801,1994-09-30,-14.6,38697.0,A
