account_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
132,189,315,441,126,378,26,131,283,282,252,949038,706705,654816,627101,622825,585202,583101,576673,575871,554303,0,4,3,1,26,8,5,16,20,7,44224344,8393977,5849340,4648272,4542423,4484796,4184663,3908719,3836282,3154020
173,183,244,305,366,544,427,122,605,483,61,1157888,1136587,1117400,1053187,949723,892842,881355,772942,757590,737521,0,1,2,7,5,12,8,61,11,6,63918426,8622597,7271689,5184547,4686189,3547994,3527481,3463255,3375107,3216015
176,398,85,256,199,28,57,369,285,114,228,985705,916306,760671,731202,698313,683271,649968,647569,623485,604586,0,6,1,11,28,10,3,19,23,29,38032044,5076145,4867477,3736707,3694471,3365503,3060578,3011951,2979732,2842535
226,66,110,88,44,306,328,284,108,152,132,581729,520888,517731,404581,398165,392845,364015,361597,360091,358732,0,2,1,4,3,8,22,6,5,66,30568111,3393291,2673269,2478949,2469570,1484853,1355989,1242077,1093939,1024278
276,24,36,12,85,155,95,73,83,134,98,530697,395360,385462,279295,260697,253482,251244,244552,243460,237257,0,1,12,24,2,4,6,3,36,37,19904813,2746646,2221769,1339177,1065604,675079,573357,532445,528169,420387
290,0,121,732,549,853,425,547,427,552,118,870301,762010,713567,668105,657823,647207,605594,602219,590917,568099,0,3,5,2,17,12,21,4,8,18,89569769,11459853,10992865,10179791,7618903,7215051,7045164,6729491,5252714,4986552
303,29,87,58,346,116,317,288,375,363,172,495581,475178,463471,438741,425792,423131,362077,331374,300685,294314,0,1,3,5,2,29,4,8,6,31,39880126,4356126,3874584,2568998,2388449,2233632,1967769,1823261,1755816,1174805
309,20,40,244,81,120,239,60,203,80,199,572225,485115,389393,363762,331573,330063,329918,318405,304953,304191,0,2,20,4,1,3,40,6,21,7,18157646,3348677,2778682,1747923,1641507,1295756,1200552,991998,948420,894932
314,140,70,105,35,175,418,383,453,382,210,1524691,1498388,1435419,1399183,1014693,979426,971597,905826,824313,788081,0,35,2,4,70,5,3,7,1,6,39832823,6556413,5367837,4714749,3787479,3228048,3115232,3101227,2950165,2532218
319,193,0,69,76,421,230,309,205,304,465,661082,602103,519887,502815,489422,479655,475106,469067,464866,461118,0,1,5,3,14,12,13,4,8,10,64843393,9065464,6380116,5639288,5637241,5024995,4717314,4253003,4182492,3937329
330,25,75,100,298,50,323,125,248,152,203,831970,522128,506889,447125,442558,440859,440487,437966,422493,410080,0,25,3,2,1,4,6,9,26,10,31999797,3954862,3591820,2584195,1811377,1595576,1508504,1502756,1414485,1233221
339,54,108,81,27,135,349,322,295,268,137,1147142,1068816,1036632,928126,912560,882324,830594,823126,813208,797428,0,27,5,54,1,2,3,6,8,11,57681960,5346499,4124117,3535726,3429655,3233571,3233301,2977817,2677405,2522004
344,180,240,120,300,60,715,775,655,595,360,1100848,1045450,1028772,834622,798385,631323,561329,549438,542491,539604,0,60,1,3,10,120,5,9,6,180,72968705,3668727,3614743,2969084,2586918,2449845,2212240,1971958,1951072,1834165
347,0,489,63,729,733,770,789,182,237,209,1087724,967517,882780,739540,729494,713925,704441,683338,678660,676816,0,2,1,10,5,8,7,3,4,27,74901292,16123235,13351143,7889542,7744846,6863510,6392144,6340468,5878527,5191879
349,197,233,215,179,161,251,269,54,72,262,174672,173959,169891,144603,129994,126625,117580,111598,110668,101578,0,1,2,3,4,5,7,17,6,9,10055856,1349695,1050002,861845,628971,423400,309839,271302,266659,236871
378,383,59,412,296,29,324,208,236,209,146,839039,726605,707846,681687,676273,660523,648089,641649,597422,541586,0,1,2,16,9,7,14,3,4,19,56980612,6898438,6407906,3895991,3729045,3113892,3113445,2905257,2670502,2596105
426,244,806,249,556,374,744,63,620,61,370,754050,735362,713785,655025,643666,637059,636575,607099,605068,581659,0,1,2,8,19,13,6,7,9,5,52976396,11081448,9636278,6345788,5695705,5637447,5613292,5204328,4467900,4274161
440,96,48,214,120,262,286,238,190,24,72,346954,340659,327595,327394,316908,294560,292448,286264,285903,282080,0,1,2,4,3,5,6,24,7,9,23784109,2838156,2445384,2318904,2008722,1758115,1551102,1342590,1277126,1213574
442,64,128,299,86,256,171,21,150,106,107,509638,361532,315921,313165,282728,281894,280813,266822,265610,263615,0,2,3,5,1,4,8,21,17,18,15490869,4488996,3337096,3101452,2992350,1831021,1594312,1348728,1252144,1026535
472,78,104,52,232,284,130,185,211,258,156,1203827,1140120,1012105,965435,923718,854722,837535,825530,819628,817083,0,1,3,5,4,2,26,9,6,52,44198661,7984694,5113664,4718254,4440439,3959214,2817223,2543998,2534427,2291042
501,426,349,542,307,233,40,238,90,155,299,584751,487575,438361,423128,403864,386390,370270,340478,338965,329461,0,1,2,8,7,6,10,11,14,5,63979960,12034486,6897799,5566536,5394147,4377278,4191306,4099768,3638546,3597797
525,436,33,130,233,432,279,136,160,435,181,462609,442552,393608,358629,354067,350746,347307,345558,345161,342335,0,4,2,6,5,9,10,17,1,12,38975329,8028326,5223115,3958557,3108827,2847879,2778220,2674930,2671487,2593359
544,129,86,215,172,0,258,43,427,470,341,958929,945103,798478,764185,703646,688113,683143,654551,634685,591015,0,1,43,6,8,3,15,9,86,16,66998501,6671220,3738232,3563669,3436694,3370719,3196964,2522987,2505540,2410201
666,132,99,165,198,66,229,394,295,262,460,523452,475412,471131,416372,389092,374676,360532,353405,348804,331944,0,1,4,3,6,2,7,5,13,33,47350696,4658674,4166860,3696336,3280789,2773285,2458691,2381333,1768903,1515587
675,120,80,160,40,397,357,200,317,320,358,537471,532246,455912,371166,366715,351182,280962,277732,276818,263309,0,1,2,3,7,4,8,40,12,10,46796528,6448091,3502846,2977377,2637698,2425328,2320133,2024258,1913737,1543625
718,328,33,34,480,0,133,329,292,428,426,630387,530389,522037,484320,459552,455385,445685,433193,421860,421815,0,3,5,1,4,18,9,19,8,6,41286151,8412360,7295348,5905103,3830124,3585508,3325215,3241438,2870989,2827247
785,48,64,32,175,16,207,159,191,80,127,482799,438836,413365,376411,367870,367043,332980,331541,323185,316946,0,1,3,16,2,32,10,48,6,7,22929955,2827560,2510761,2478392,2216485,1032874,852638,840316,824154,678765
789,92,276,502,686,322,548,46,138,456,668,223398,210106,199441,179146,176226,172814,167301,158793,157782,151871,0,1,2,4,7,5,46,6,8,3,25869189,2380301,2233895,1569828,1529655,1086218,1073350,968463,876466,808457
790,765,767,410,478,391,480,622,543,476,335,709144,696214,689424,673507,650243,616619,575004,571450,564137,563109,0,1,4,6,2,8,5,7,10,16,83609091,16550817,12226808,11843284,10931545,8505241,7085351,6801890,5677653,4667145
808,84,126,168,210,375,333,42,417,585,627,769237,759579,704171,474626,421211,401638,398259,380230,377451,367194,0,1,3,4,2,42,84,6,5,8,23141922,3420221,3063725,2893892,2679349,1929311,1914242,1756526,1703283,1511904
813,70,140,210,350,280,420,764,694,560,834,956857,907719,813571,719515,628401,615259,610526,583918,539003,512448,0,70,1,5,8,2,140,14,17,7,77001925,4532983,4402935,2843054,2788270,2742249,2242347,2086741,2062755,1941594
816,390,195,260,65,325,650,585,780,520,130,1412865,1188646,1150940,1133903,1114587,1094311,1067593,1043118,1005610,888042,0,11,3,18,1,5,14,8,17,6,125402676,12175665,9851761,9326769,9277331,8837430,8092459,7920048,6376674,6115459
817,114,57,171,623,680,851,342,285,399,228,1885808,1418192,1168219,951390,907611,859245,850993,828941,792035,722968,0,2,57,1,114,6,7,5,8,10,54532841,7621819,6812500,4986908,4674118,3379817,3192891,2856207,2510814,2499699
825,394,361,328,427,460,132,295,493,99,262,622123,607984,586631,574429,500031,465757,465090,446051,408077,393188,0,3,1,4,6,2,5,33,10,13,36435492,3887543,3477776,3440722,2206821,2019749,1442866,1144718,1091499,1028156
846,158,134,233,434,67,225,66,198,32,390,471029,468285,439188,438904,430557,417353,411504,410794,409553,406231,0,1,5,2,7,6,8,4,10,11,57494993,11030717,6906245,4966678,4784441,4681297,4336595,3785131,3766519,3595664
854,126,189,252,63,315,814,441,378,751,499,819473,814261,756747,518959,516779,496944,495996,476601,456316,417830,0,1,5,63,10,8,7,126,11,2,48080980,4842251,2816400,2418770,2196549,2125027,2072008,2062841,2029000,2006295
873,279,291,80,259,40,299,60,20,199,140,143097,141421,141181,129628,126165,123361,113745,105814,103917,103686,0,1,2,3,5,20,4,7,40,13,10914433,2447651,2234888,1324730,642380,590652,558305,316929,315509,308567
915,188,235,141,607,282,94,560,466,513,654,1558349,1551649,1435517,1403554,1378569,1271917,1208389,1195223,1179060,1175886,0,1,5,7,2,47,15,6,12,94,66169974,10101495,6265093,6078767,4754514,4051075,3524116,3456375,3328058,3236042
938,48,36,24,60,132,12,131,144,120,72,77384,74858,73600,67373,49472,49139,44029,40905,40871,40365,0,1,3,2,4,5,12,7,6,13,10035944,1993915,1170877,1024094,736652,475999,436612,358102,357922,261147
940,196,147,245,294,633,98,49,388,682,535,1288507,1233720,1174203,1157828,1059958,1013122,983260,951999,950682,943755,0,1,6,2,49,3,17,18,7,13,103502722,6868445,5923207,5745477,5528471,5470434,5185115,4752380,4389983,4301745
960,49,98,196,147,245,298,294,535,0,343,1927089,1675737,1508401,1414353,1150622,1121567,1065195,1007982,1005386,1002251,0,49,2,1,6,9,98,3,17,13,82849501,9806455,7666284,6328008,5556586,4961142,4236914,4220171,4076243,3843820
993,330,25,203,192,334,26,101,174,297,51,298455,297903,297737,278774,274828,274366,267415,254154,249720,248644,0,2,6,5,4,3,7,9,12,13,32681081,4291966,4133626,3984458,3696383,2588853,2400311,2020650,1846401,1778630
1004,295,192,122,408,236,176,187,30,245,59,581001,550122,542484,522735,510563,505978,503646,499818,483271,469729,0,3,10,8,6,15,14,2,19,11,47418599,7161575,5214486,4698689,3509822,3225540,2861665,2599726,2516583,2375566
1011,144,192,336,240,288,380,96,384,428,332,983874,959083,926131,873484,869240,801659,782886,782219,745745,722310,0,1,4,9,48,6,5,15,12,96,79595971,16331076,8073204,3975242,3708197,3192019,3065873,2496283,2422847,2308994
1012,212,106,53,159,0,318,579,265,473,367,1319763,1308983,1285212,1268129,1176094,1104941,1004913,919148,872683,809897,0,53,6,1,2,10,5,4,11,106,66674961,6105913,5111254,4941543,4805234,4417608,4376902,3790759,3625054,3114413
1068,68,292,155,112,267,88,291,245,289,198,309273,290493,265076,263801,259164,252780,251106,240580,237980,237586,0,3,1,5,4,8,16,7,10,2,23534663,4796417,3464860,2632379,2280217,1717816,1688039,1541731,1511209,1454725
1071,272,952,340,68,0,408,1006,364,282,484,895041,810500,765985,715201,708054,698644,685284,673982,654641,653558,0,15,13,3,9,11,18,27,24,26,90555980,8072161,7360039,6987763,6978795,6533096,5680568,5665677,5513905,5258922
1083,96,120,72,48,118,168,144,214,286,310,318957,313133,312337,262468,203304,194476,191157,177248,171866,169751,0,1,3,4,2,5,24,48,7,22,19211981,2857076,1833660,1301964,1215928,951748,718215,674761,610329,590627
1093,70,105,140,175,348,508,142,210,35,523,1454176,1437246,1171264,932348,875836,867377,842489,836408,822132,819483,0,35,70,9,4,105,2,13,1,5,45033432,4934874,4519833,3694850,3456809,3300919,3042479,2952005,2948043,2918583
1106,350,716,914,844,642,973,768,572,954,784,751081,688637,673333,671236,656611,649657,637472,632854,631884,625677,0,1,11,7,8,3,2,4,5,10,63839697,19886865,11286455,10311112,10270859,9425986,8734641,7873917,7611389,6423877
1166,272,204,136,68,340,408,811,743,879,675,1380254,1350421,1209854,1079676,1047352,856548,852464,841661,731529,726415,0,68,3,6,4,136,2,8,12,1,71875209,5104189,4427835,3954011,3545794,3354202,3343525,3343321,2978923,2939485
1242,25,278,303,200,196,119,284,348,127,149,576443,487441,442190,435194,426805,415790,412134,406612,396760,382313,0,1,3,4,2,25,10,5,9,15,38576360,6038121,4959593,4856388,3974423,2636297,2496281,2417745,2078804,1940038
1244,401,370,339,432,277,308,463,246,420,451,172970,164906,160566,155840,144723,134343,132292,129044,128156,116029,0,3,1,2,4,11,5,6,10,8,16452039,2126528,2034597,1886405,1103731,841850,768529,576446,451423,443721
1247,0,532,70,741,536,469,701,750,813,272,1015962,935032,874209,873401,839769,804357,786546,774691,768267,753984,0,4,1,2,11,13,6,36,19,25,95806044,21816349,13985477,11161513,9621876,9310038,6853663,6616569,6434321,6377656
1250,66,33,99,361,394,229,328,132,460,262,1057221,970700,784808,705944,657619,635765,577130,522439,522201,500166,0,33,1,3,4,2,66,6,34,5,27650376,4703900,4598761,3304139,3220057,3091382,2661594,1910810,1700457,1558543
1252,123,82,41,164,500,246,83,205,284,407,928530,921340,862907,772872,737715,636466,628100,622334,603179,595194,0,4,6,41,3,14,2,11,7,82,50532657,4914259,4469844,4264378,2757011,2727241,2668794,2564701,2434633,2343572
1256,224,168,112,280,612,668,56,556,613,336,1052012,1016335,883871,811372,670027,653817,615038,539286,501071,500706,0,5,56,7,10,112,4,11,8,18,52006845,3312712,3270251,2712625,2610983,2221296,2094647,2088151,2060783,2054936
1270,30,268,238,150,328,90,298,180,208,120,399155,374012,369938,368166,365162,356788,345757,339786,336992,332983,0,3,30,4,2,6,5,1,10,60,23046388,2418014,1824083,1761966,1674548,1233072,1179237,1016029,642816,642467
1284,208,139,138,156,34,69,161,70,87,150,394848,382098,339948,324513,310594,273020,269208,266325,263684,258680,0,1,2,4,3,13,15,9,18,7,24026417,6267063,5140479,3555527,2938277,1593237,1481538,1165587,1146372,1090327
1318,72,121,100,101,70,48,27,143,62,73,150821,148940,142954,137699,136933,135068,132125,128989,123569,123494,0,1,2,4,3,7,13,5,8,6,7934444,3027685,1008701,996802,817535,803039,657666,552203,493331,390300
1329,54,135,81,241,268,108,216,162,187,214,214484,196721,188135,187223,181833,176690,171011,169875,169087,165684,0,2,1,3,4,6,27,7,8,54,15544618,2527767,2378160,1396675,1347312,861498,772610,601578,583090,579301
1374,27,81,108,268,54,349,241,135,376,295,1301101,1059970,920229,863646,859091,853041,835340,775989,772073,765717,0,27,4,1,10,5,54,28,2,81,44564285,6666108,5232961,5180266,3335116,2772551,2588339,2578023,2456211,2216984
1375,224,168,56,112,724,280,668,780,612,836,993014,966945,922683,865126,772897,768823,759419,759290,735943,717667,0,5,3,56,1,6,8,7,4,2,82605391,4833608,4592270,4500148,4320395,3854887,3620135,3439344,3433820,3416589
1389,228,182,179,98,92,159,48,139,32,22,382376,379900,379580,346855,343030,327160,320011,306098,299726,296561,0,6,2,4,5,1,10,12,9,7,19141146,3670376,3611322,3032346,3018172,2798732,2232802,1779001,1652083,1602666
1407,20,285,284,142,251,81,216,250,62,123,584660,497560,484928,478799,458086,448714,437739,430089,427573,419805,0,2,1,6,5,20,4,11,16,17,42892567,5577656,4643631,2722359,2436983,2225412,1603717,1595169,1498510,1468041
1447,88,22,66,44,262,240,132,110,275,198,189625,177303,161575,160372,133340,132095,122833,106468,103734,102345,0,2,1,4,3,22,7,5,6,8,17812602,2036052,1565608,1519653,1364046,856367,784063,747013,645451,635155
1480,267,59,386,43,136,81,216,118,413,383,555844,530412,526698,503766,496885,483612,476080,470883,469758,456958,0,3,1,4,2,5,11,12,8,17,39857705,7033010,4936195,4863548,4769818,4275216,4101863,3488770,3084616,2719607
1498,156,223,245,241,217,24,268,201,134,197,421541,415229,389424,386281,376859,370607,362022,356996,347621,346648,0,4,2,3,5,10,7,6,22,1,24060214,5850605,4309794,4102613,2817183,2451156,2442718,2140990,1712009,1697635
1527,0,927,675,496,679,286,702,614,435,184,1025389,856567,695327,657251,644216,638289,616775,609112,608053,600799,0,2,3,6,1,4,10,9,7,14,59127663,11637231,9091665,9003942,8951918,7898400,6180354,6088676,5792538,5521206
1528,60,268,90,328,120,298,150,358,388,30,602946,522556,520665,501658,485114,484365,476089,470392,460805,460557,0,1,30,4,6,60,11,3,2,8,31007963,3701020,2433391,2332607,2280986,1448495,1326284,1176835,1007068,943996
1580,284,96,213,142,178,71,174,452,144,446,569303,520527,491943,470465,459081,457939,446716,433429,419866,413832,0,4,13,6,7,2,10,14,1,3,45135052,6582090,5533945,5336678,5231989,4977803,3781838,3344963,2439072,1998468
1583,197,199,718,137,106,348,204,298,100,485,868108,853905,818384,688501,672869,662590,653459,652854,642150,641053,0,2,1,4,11,18,10,5,3,12,46399620,15657576,13138296,11014843,6140185,5270210,5061793,4986298,4440659,4427364
1603,201,268,134,335,799,933,402,866,1002,544,549849,523811,512966,454094,419745,400238,380770,369569,350045,330857,0,1,3,12,10,15,7,2,14,23,62891463,6068159,3634534,3583025,2495300,2423373,2158424,2111241,1922623,1827492
1638,50,75,329,305,278,280,253,25,356,348,328484,302952,291942,291746,283899,270699,262525,260257,256172,252010,0,5,1,2,6,10,8,11,7,3,30813761,3411785,3187012,2600738,2460993,1830190,1821419,1634540,1530099,1211526
1656,88,66,240,110,262,22,44,218,284,196,687141,640987,578750,572518,541370,541217,493592,481650,458441,409921,0,22,3,4,2,7,1,44,66,88,24811630,2808628,2655075,2373766,2235863,1654499,1430216,1257012,990626,848511
1698,66,99,262,427,394,33,295,229,132,369,506254,480413,347628,340124,320071,306832,303316,281804,263978,243433,0,3,1,6,4,2,5,7,33,66,43214139,3656625,3416547,3082229,2794956,2737200,1926594,1661603,1636474,1515672
1718,30,45,179,60,75,164,194,149,188,15,722506,603281,550821,529473,504607,500959,461354,426164,408027,406642,0,2,3,1,15,30,5,4,8,6,26925115,3859128,3442865,2610827,2466606,1957556,1557621,1373557,1295911,1230414
1762,180,120,240,595,715,535,60,835,475,300,989547,859099,846058,835726,782043,756263,754014,744389,735669,695301,0,1,9,60,3,6,14,13,8,7,58327951,7124270,4025695,3959819,3719806,3076899,2616544,2569541,2468042,2297595
1766,153,102,204,51,455,357,404,621,255,673,1239250,1114853,990665,975954,712750,695506,661593,633771,632853,627628,0,1,51,2,9,102,52,3,6,10,49748279,9272311,4804745,3598881,2990207,2852465,2353077,2224092,2063930,2004081
1772,184,138,92,230,46,548,502,276,456,594,2183167,2086627,1976270,1649226,1485984,1389253,1384656,1137071,1124288,1107767,0,1,46,8,13,5,92,2,138,6,89118560,11000443,7644496,5962141,5593929,5475730,5286477,5179627,4028152,3870385
1776,17,51,169,203,152,186,135,102,68,220,239030,214350,211881,200019,197931,184087,184042,173452,170716,169404,0,2,1,3,5,17,6,4,8,11,19288293,3013332,2245266,1871311,1295942,1118805,860520,706328,602919,479275
1787,140,779,981,106,1014,625,966,141,267,490,919078,733986,729283,718677,716412,703207,700344,678063,674712,629272,0,1,5,2,14,6,7,11,25,34,70438309,23774529,12800272,8640287,7056273,6752807,6516627,6433021,5972659,5869738
1801,70,141,410,496,212,926,140,214,630,0,1137823,731722,711148,707186,688524,664524,663409,641104,630310,628553,0,1,2,4,17,12,3,6,18,16,80252314,15283166,14117044,10807133,6853288,6482765,6431078,6371000,5998142,5820222
1808,57,58,77,236,175,143,38,115,142,228,304498,286665,266566,243761,240060,236865,234976,230049,222987,222433,0,1,6,2,4,5,7,8,13,9,32050095,8050869,3786025,3757096,3094498,1631396,1501687,1357137,1273011,1271785
1811,378,252,189,315,126,441,688,751,814,625,1458597,1444776,1414552,1321009,1278665,1064775,1035914,990229,949158,927544,0,1,6,5,7,4,63,8,3,2,73303876,7689302,6306688,4897195,4752681,3906835,3738625,3734211,3612675,3386223
1819,132,104,79,343,371,131,344,81,185,189,560644,514495,507084,501031,471388,455369,442298,403113,386526,372274,0,1,2,4,7,8,9,12,6,3,34522482,5983932,5933127,4980792,4597010,3132972,3051678,2521069,2473825,2307731
1843,142,213,284,71,497,562,568,917,846,491,1750134,1680059,1234195,1197633,1086971,1071716,1047866,938038,928266,875612,0,1,2,6,71,8,12,142,7,3,74062648,7340868,6845927,5520159,5485580,5216462,4595054,4313143,4227033,4025499
1862,132,88,176,44,220,264,525,481,437,0,1709829,1472288,1458428,1426923,1365245,1165389,1028969,1015776,986260,978209,0,44,4,7,88,14,6,9,8,3,79434291,6534709,6249168,5233279,4391783,3799000,3625828,3614676,3566502,3183145
1869,60,91,328,335,90,274,30,298,213,61,797686,639720,612277,592419,585502,573593,567035,562822,556954,550717,0,1,3,2,5,4,6,30,60,7,58145879,9570167,4069638,3574248,3101097,3097952,3004840,2929788,2045428,1994125
1876,60,30,15,104,164,149,119,105,75,45,263229,257056,244275,239951,231271,223919,222767,215483,213026,206474,0,2,1,3,5,15,6,16,7,30,19057138,3036038,2756031,2077958,1397759,1024492,898331,756681,716964,708138
1886,33,328,66,295,99,460,132,427,165,361,1049655,855147,844032,782411,769374,720806,712454,711168,698817,694141,0,33,3,1,2,4,5,66,6,7,35726290,4947127,3804190,3405448,3013770,2658140,2308229,2258843,2179374,1884996
1888,26,52,78,258,130,310,362,284,156,206,994170,757574,729511,675475,655663,609942,585536,580971,567260,550085,0,3,2,1,26,5,52,27,6,78,22154401,5372569,4970286,4816642,4121777,2018841,1827897,1653851,1146342,1093052
1906,404,56,225,238,199,393,191,86,66,375,466344,440905,401914,394337,392466,375537,374020,356175,346865,342349,0,7,2,5,3,6,8,4,10,9,41941893,5469943,4590170,4106356,3362875,3051676,2805851,2502803,2257285,2180949
1928,21,105,63,84,42,209,188,148,167,215,337199,289718,281484,281181,278680,227553,225819,222816,212380,209189,0,2,1,21,5,6,4,3,20,42,19569741,3149783,2221465,1895744,1460497,1266703,1129177,942956,791502,752318
1967,560,92,187,280,88,203,269,678,332,385,888246,815060,784582,764950,748412,696919,633184,623020,600199,599541,0,5,7,14,9,17,15,6,3,1,52973512,8847138,8113778,6285995,6177224,5794267,5187902,5002294,4975751,4962559
1978,264,330,198,132,919,396,853,985,959,66,2366849,2213537,2135481,1987285,1815244,1683403,1673781,1661822,1535214,1519038,0,66,9,132,2,1,10,3,6,11,100997083,7761292,6236735,5232165,4749652,4740683,4458774,4390800,4202413,3817069
1993,203,100,102,457,660,355,199,609,406,93,609546,576879,536718,492055,460248,429814,423687,422385,421716,414386,0,2,1,4,7,11,20,18,5,3,43218603,10940633,5062209,4845660,4675536,4140960,3540969,3533267,3062832,2770841
2000,32,48,143,80,64,159,96,207,127,239,324284,323242,267947,267777,251394,243433,241149,240826,237338,233436,0,3,2,5,6,16,32,1,8,48,23059645,2003533,1844368,914297,912864,855399,833729,809587,674965,595226
2018,543,586,459,585,628,502,417,501,544,375,208369,204429,183774,174270,167017,161849,161306,156921,155291,154955,0,1,4,2,5,7,3,8,12,19,21963953,2580230,2122637,1087304,960646,885413,743260,742219,670189,550971
2035,93,62,124,308,277,246,155,31,339,463,1071879,928910,843317,770555,762570,653212,634443,628735,616557,549416,0,1,6,4,3,31,5,62,11,12,42583937,5251354,3039903,3020323,2847206,2780280,2751774,2420946,1885605,1872829
2051,75,526,338,113,263,150,413,227,300,225,855642,803256,731278,675751,642090,618890,572501,532252,527063,514014,0,2,1,3,6,8,7,15,29,12,49722264,17186750,11725134,6422194,4811910,4588359,4259525,3766078,3733262,3628334
2055,259,279,199,299,239,291,179,219,40,120,232116,226845,222391,220473,208890,206676,195249,188529,168432,167113,0,2,1,3,4,20,6,5,40,8,8888912,1896902,1742127,1260955,688698,515742,466698,463059,423121,420561
2062,33,66,328,165,295,132,262,99,394,427,1513767,1489415,1282474,1141648,1126349,1087128,1022555,1022136,1008739,977004,0,33,4,2,1,66,3,6,7,32,53746570,8227238,5303511,4153185,4135393,3916541,3864839,3637357,3378340,2502162
2064,24,96,72,120,73,144,122,190,48,214,494438,329576,323229,257909,252029,247994,236874,218956,215323,213036,0,2,24,3,1,7,5,4,15,11,19232453,2938014,2075296,1650798,1565791,1470395,1450636,1446134,661406,632972
2073,48,32,191,49,64,175,114,80,207,111,342092,334311,268904,259077,258354,230688,225421,223897,214139,214080,0,1,3,2,5,16,32,6,8,7,18121917,3211542,2110306,1644579,866937,813071,805235,726229,692038,680596
2080,60,20,179,80,199,61,299,40,279,159,1020277,1002763,881748,857841,799146,776715,774109,736929,649706,611085,0,20,4,1,5,3,9,40,10,60,35980940,5382698,4596615,3928165,2991800,2208596,2159695,1985213,1937440,1910384
2106,136,204,170,238,337,272,68,306,303,102,324542,317717,270630,266884,257217,256614,255574,253754,251323,246703,0,2,3,1,5,4,34,6,12,13,22090382,2787096,2566421,2389107,1539877,1484202,1052713,840180,794235,671879
2116,60,30,252,448,304,301,243,23,137,277,373337,367661,351673,348035,321520,318742,315907,313979,313451,312520,0,5,3,2,4,10,13,12,11,9,38212953,4389109,4058533,3265443,3075949,2927262,2732962,2527368,2259558,2251400
2134,28,56,84,112,250,334,313,57,306,362,324958,294499,283148,247140,242471,221859,220687,220191,218446,212207,0,3,6,28,5,4,1,2,11,8,32686853,2631144,1703530,1630044,1568327,1447567,1294047,1235905,1070275,987519
2142,75,90,164,134,179,45,60,119,149,194,378086,351894,277632,266497,263511,260456,259124,248536,227935,223716,0,1,3,2,6,15,5,8,7,13,18340342,2158416,2056014,1942156,870046,861589,666463,587639,574216,555777
2143,35,105,175,70,391,71,213,284,320,142,601813,568529,538260,516269,510059,474791,462010,459418,450721,450038,0,1,3,35,2,5,4,11,6,70,38103281,5590382,5132205,3801096,3439066,2909755,2102198,1780583,1406126,1347636
2153,140,105,175,70,210,383,418,35,453,438,1502116,1404402,1305398,1180894,970665,871253,824346,782280,742266,665717,0,1,35,4,5,70,2,3,105,6,34518842,6258881,3510260,3386377,3277348,2836418,2620353,2520869,2268081,2087601
