1766,8,9,7,3,13,10,6,2,4,12,40538,39068,34112,30844,26981,25870,25273,23834,23002,20202,0,2,3,1,8,4,13,7,6,9,706139,93727,78387,69457,33076,21664,21417,19838,18921,16700,13,8,9,12,3,7,10,11,2,4,26085,25515,24340,23636,21966,21955,21185,21093,20092,18430,0,1,2,3,4,8,6,13,9,11,587708,92907,34882,34860,28014,20473,17822,16645,13467,13008,4,3,14,7,5,8,6,13,2,9,33743,31389,29499,28843,28417,26502,25840,21788,19557,17607,0,3,2,4,5,1,6,7,8,14,786992,52508,48602,42709,29313,28372,22591,22166,18272,14905,8,9,7,4,10,5,6,3,11,12,38550,36053,33956,30141,28667,27516,26952,25925,23136,20368,0,3,2,4,5,8,7,6,9,10,709665,45244,35090,34045,29528,26233,26137,21605,21286,17890,8,9,7,10,4,5,3,6,11,12,36011,35604,30332,29604,28687,26348,24643,24503,23248,20240,0,3,2,4,5,8,7,9,6,1,690689,41864,36157,35818,27384,25059,23237,22221,21372,18946,14,11,10,12,13,9,8,7,3,6,48520,46007,42676,41596,39607,36847,36269,34630,28559,25441,0,1,2,3,4,7,11,10,8,14,612326,57019,56014,46463,30307,25879,25133,24736,24481,24333,13,11,9,14,8,10,4,12,6,3,34583,32916,31447,28894,27185,25768,24800,21504,18365,16273,0,1,2,3,4,9,5,10,8,14,674568,29883,29812,28646,25020,18875,17452,17441,16825,16529,3,2,9,8,4,10,14,7,13,1,17175,15582,15456,14916,14109,12907,12619,11054,10528,9559,0,1,2,3,4,7,8,10,11,6,594398,57779,55066,36418,13295,11353,9730,8519,8368,8037,3,2,4,8,9,7,14,10,1,13,27489,25888,23406,23365,23020,19922,19386,19244,19194,17690,0,1,2,4,3,6,9,14,8,11,857522,159843,55238,46255,41257,24188,22709,16154,15965,15377,14,13,8,3,9,12,4,7,2,10,32020,27426,23123,22895,22215,21992,20935,20861,20001,18994,0,1,2,3,4,5,14,7,8,6,1046318,56711,49122,37881,26391,17401,15760,15580,15451,14506,8,9,7,10,3,6,4,2,11,5,32582,31669,29406,26747,23862,23228,21949,21219,20745,19972,0,1,2,3,4,6,9,8,7,5,1073474,74702,45125,38964,29862,22404,21404,21395,20791,16868
1772,0,8,9,4,13,10,1,12,14,5,57656,48075,40242,39008,36857,35883,32846,31128,30136,24564,0,1,2,4,7,3,6,10,12,8,1887724,272589,119130,67365,49085,34866,30996,28109,25208,22414,3,4,10,11,2,5,9,12,1,6,58098,58098,58098,58098,55877,55877,55877,55877,46782,46782,0,2,1,3,5,6,10,7,13,11,2233058,207438,205424,114647,76119,66971,53621,38894,36571,33712,11,5,4,10,12,6,3,9,13,7,43350,43093,41172,40499,36703,35758,30492,29190,23513,21605,0,2,1,3,4,5,6,10,11,13,2871115,136562,113577,111183,100109,94015,57377,53250,42369,40242,4,11,3,12,5,10,13,2,6,9,48155,43142,42350,41366,37726,31945,28333,24287,18570,16893,0,1,3,2,4,5,12,11,10,6,2375502,163050,145300,141864,130524,83825,49909,49818,44563,36925,1,13,6,11,8,4,3,9,10,2,55667,54584,54373,54342,53978,50971,48481,48278,46764,44798,0,1,2,3,4,5,6,11,13,9,2670638,214100,123741,109269,104575,58331,57633,44234,42008,32233,4,11,3,12,5,10,2,13,6,9,69769,69769,65149,65149,56811,56811,46309,46309,35441,35441,0,2,1,3,4,5,6,11,10,12,2906473,257884,206592,189674,110457,103001,72998,66297,63454,52504,4,12,11,3,5,13,10,2,6,14,59190,57819,55140,51276,46402,40736,34527,28044,21562,15351,0,1,2,3,4,5,6,13,10,9,2852095,93632,85830,63386,51136,47209,31087,24726,24553,19834,3,4,10,11,14,7,13,0,6,12,26378,26283,25092,23920,23373,21098,20395,19747,16995,15389,0,1,2,3,4,5,10,13,12,11,2422341,247346,172374,151699,151693,102414,63354,57170,49878,46760,11,12,1,3,0,4,10,7,2,8,99610,88968,71828,69337,63345,63157,60873,59667,59608,59236,0,2,3,4,1,5,6,7,13,12,1945048,128968,128929,97279,92804,62890,50259,45119,40567,34964,5,10,14,1,11,12,6,4,3,2,72280,67725,64440,63604,62862,54271,53932,52870,50912,50063,0,1,3,2,4,5,12,11,6,13,2150409,171591,141860,125576,88180,61340,45255,36956,36823,32174,12,10,4,11,2,3,5,13,9,6,69189,67635,66991,64782,58663,57870,49956,47001,46394,45248,0,1,2,3,5,6,7,11,4,10,2694555,219513,140839,128084,65147,50922,48720,46818,43612,28979
1776,13,9,8,14,3,4,2,12,7,0,31115,30024,25175,22917,21896,20506,19863,16204,13968,12997,0,1,4,2,9,3,5,6,10,14,1174310,129229,36786,36325,25201,21700,18717,16769,13154,12712,12,9,11,7,13,10,5,3,8,1,20305,18438,18212,18206,17732,17523,16821,15130,14119,13650,0,1,3,5,7,2,12,11,9,8,954176,61038,24239,14549,14478,13302,11613,10839,9363,9317,12,14,10,8,13,11,9,7,5,6,20103,19782,18561,15574,15537,13461,13112,12887,12407,11394,0,1,3,2,8,7,12,14,5,4,1153459,60584,26138,20168,14495,13687,13431,11177,11167,10872,14,12,10,7,9,5,11,8,3,1,24598,23316,20349,19147,19019,17572,16697,16238,15300,13595,0,1,3,5,7,12,14,9,10,8,1184862,64725,25001,17313,14543,12402,12325,11602,11569,11105,13,9,7,14,11,5,12,3,10,1,20956,20101,20065,20033,19436,18111,15515,14381,11974,11590,0,1,3,5,7,9,13,11,14,2,1236070,55396,25927,17137,16490,12289,11565,10587,10523,10064,9,11,13,7,3,14,1,5,10,12,32344,31956,30544,24404,23724,22725,21929,21688,17093,16660,0,1,3,2,7,9,13,11,5,4,1380450,100896,43876,31823,21435,18917,17575,17460,17089,14657,9,11,13,14,10,12,3,7,5,1,20785,19459,19359,19284,18247,17569,16668,16118,15932,13370,0,1,3,5,9,7,4,11,10,13,1417461,65742,28000,16278,13158,12427,12135,10784,10676,10079,10,14,12,8,6,3,4,1,13,11,26623,24137,23481,22752,17991,16048,15631,15272,14031,11760,0,1,3,4,10,6,8,5,12,14,1393453,80668,23808,22046,16779,15347,14776,12846,12093,11735,13,8,10,11,6,4,9,14,12,1,22518,21077,20239,19597,16968,16290,15432,15200,14901,12733,0,1,3,4,2,6,8,13,10,11,1315974,59369,21427,19357,19049,14552,14495,11738,11323,10841,11,13,4,9,6,8,10,14,3,12,24900,23911,19002,18375,17086,16556,15850,15291,12740,12474,0,1,4,3,2,6,11,9,13,8,1332251,64200,25480,18892,15668,15175,14171,12140,11604,10431,14,9,11,4,12,13,6,7,8,10,24647,23341,20981,17744,17202,17056,14501,13998,13636,13530,0,1,2,4,3,9,6,14,11,7,1288394,55604,25112,20988,16327,14081,12219,12214,11401,11153
1787,0,9,13,4,5,14,8,1,10,12,4901,4900,4900,4900,4900,4900,4900,4900,4899,4899,0,1,4,2,5,3,6,7,14,10,96916,29,29,29,29,29,29,29,28,28,1,6,8,13,0,2,3,4,5,7,20,20,20,20,20,20,20,20,20,20,0,7,2,3,10,11,1,4,6,8,88302,20,20,20,20,20,20,20,20,20,3,6,11,0,1,4,5,10,12,13,30,30,30,30,30,30,30,30,30,30,0,11,14,13,12,10,9,2,8,6,97078,60,60,60,60,60,60,60,60,59,0,5,10,1,2,3,4,6,7,8,11,11,11,11,11,11,11,11,11,11,0,2,3,12,13,7,8,1,4,6,92223,18,18,18,18,18,18,18,18,18,3,6,11,0,1,4,5,10,12,13,30,30,30,30,30,30,30,30,30,30,0,14,13,11,10,12,9,8,7,6,95795,60,60,60,60,60,60,60,59,59,0,5,10,1,2,3,4,6,7,8,11,11,11,11,11,11,11,11,11,11,0,5,10,2,7,8,13,3,12,1,90972,9,9,9,9,9,9,9,9,9,13,8,3,2,7,12,14,9,4,1,45830,45830,45828,45827,45825,45822,45819,45816,45813,45810,0,1,2,3,6,7,11,10,12,5,414867,294864,224880,129817,71984,68067,50956,39126,38625,37228,13,2,7,4,9,0,10,3,1,11,29997,27464,24363,19275,17638,14906,14728,13656,13084,12951,0,1,2,4,3,5,9,8,6,10,903663,166311,119503,55358,51829,48424,29550,25315,22578,20555,12,13,10,14,9,7,11,4,6,8,38646,33989,32114,31755,30786,27052,26016,20754,20434,18806,0,1,2,4,7,10,13,12,14,9,635469,76953,32017,26892,21397,19699,18570,18412,17257,16935,0,12,7,5,14,2,10,9,6,13,17683,17466,16817,15750,14312,12590,10704,8796,7841,7505,0,1,2,3,5,4,12,6,10,8,365044,119578,44869,41111,29291,23051,18429,18289,15449,15020,12,3,2,7,13,4,9,8,11,1,65218,57073,56600,55957,54949,52945,46381,44209,40957,39355,0,1,2,3,4,12,7,9,13,8,936562,105298,96297,77886,58197,41468,39364,37630,36222,34979
1801,13,12,9,8,2,14,3,11,1,6,25633,24705,23736,23707,19929,18800,16803,16516,15773,15441,0,1,2,3,8,5,12,6,4,9,849308,98646,38412,38209,19373,18313,16650,13997,13325,12509,13,9,7,2,11,1,5,10,6,3,40664,35651,34387,32636,31631,29095,28976,25133,25014,21950,0,1,2,7,13,3,11,9,6,5,1310493,80847,54495,26114,25938,22990,22264,21736,21443,21039,11,1,7,10,14,3,5,2,8,12,18095,16361,15550,13474,13113,12808,12533,12464,11045,9036,0,1,2,3,5,7,11,10,8,14,1225042,77196,33225,20618,14154,12930,9614,8705,6815,6799,10,5,3,4,11,12,2,9,13,8,69243,66256,62320,61097,59265,56913,48862,46126,44812,39539,0,1,3,2,4,5,8,6,10,12,1686677,198779,122829,109856,76015,54661,45488,43322,38165,35748,2,6,12,8,4,11,10,0,14,1,97032,81766,76317,73834,60768,55028,51193,43392,35720,32856,0,2,6,3,10,1,11,7,8,12,2551790,352924,110800,68659,48953,48474,47604,44745,44348,39611,8,4,9,10,12,3,5,6,13,1,69464,50141,43458,41152,40313,35675,30534,30158,23822,22157,0,1,3,8,4,5,10,6,12,2,2683894,106171,59712,46563,45767,41070,31215,27780,27730,24883,8,9,11,14,2,13,7,1,6,10,53585,50067,48802,47679,34790,33390,27855,26881,25816,22170,0,1,3,4,2,5,6,10,7,12,2367282,288577,104955,77288,57376,56961,43389,40554,28175,25852,11,4,5,10,1,6,14,13,8,2,49481,44923,43915,43111,42191,39630,38221,37423,37125,35367,0,1,2,5,4,8,11,14,7,3,2099792,296309,121314,64238,64144,44365,37437,32504,31961,26666,14,6,4,8,2,5,13,9,3,0,87983,83175,66914,55485,49885,49869,47627,37662,36411,33880,0,2,1,4,3,6,5,14,8,7,2605577,119781,116291,109222,57247,56886,47776,35230,32838,32499,11,8,14,1,5,2,4,13,7,10,47161,45755,41969,40452,37731,36443,33657,27430,26788,23229,0,1,2,4,3,5,8,11,6,7,2387534,185311,65740,45158,38316,35421,35057,27083,26816,21514,2,10,5,13,9,14,1,6,12,11,34025,33324,32325,29612,29453,29325,25448,23037,19407,18348,0,1,2,5,3,12,14,7,11,10,2680437,143735,63513,39888,30265,24915,24147,23608,22015,20919
1808,12,4,11,5,3,13,1,9,10,6,74597,71122,67079,52888,46716,34925,31464,28720,22896,22752,0,2,3,4,1,5,11,13,12,8,2551804,75506,59759,55786,44996,42011,29528,25444,22950,19696,0,5,1,4,9,10,6,2,3,13,22993,21183,20070,19813,16357,16216,16111,13541,13525,11234,0,1,4,2,5,8,7,11,10,13,1742786,170523,77006,70702,58218,54182,52841,52611,47493,42583,5,6,4,14,7,3,13,8,2,12,11975,11549,11205,10843,10497,10170,9838,9471,9046,8565,0,1,2,3,6,5,14,9,10,13,1534256,47705,39317,21313,15797,15590,8619,8451,7761,7204,3,8,14,9,2,11,10,4,13,6,79472,79336,59644,59518,56180,55375,54187,52993,49009,39381,0,3,1,8,2,5,6,4,10,9,2345374,237187,177819,102066,100864,84874,64568,62654,62058,52156,2,12,5,9,8,3,14,1,13,0,39158,35945,29300,28929,26680,21921,21800,21683,18096,17957,0,1,2,3,4,10,9,8,5,7,2456494,258140,220969,122798,109653,51255,44933,44843,39564,32510,9,12,11,3,6,4,14,13,10,7,68096,62274,52093,51284,49903,48255,48043,43584,39271,37754,0,3,2,4,9,1,14,6,10,8,2526958,90356,73425,55350,44782,41417,32550,31504,28734,22583,6,13,1,11,8,4,3,9,10,2,41570,41365,40795,39665,37903,35616,30321,27537,24549,21215,0,1,2,5,6,8,4,9,3,12,2791416,52244,28079,11373,8070,7619,7286,6955,6477,5572,13,8,3,2,7,0,5,12,6,1,46227,46066,45601,42313,35714,31447,28035,22762,21807,20086,0,2,1,4,8,3,5,6,14,7,2616123,288639,226188,124988,72845,72818,58689,58331,56886,54724,11,10,6,0,1,4,5,14,8,9,36063,35613,33010,28286,27011,26872,25500,21811,18935,16184,0,1,2,5,3,9,13,11,7,12,1148291,285029,85057,74293,59373,43123,27546,26083,25030,19250,3,5,7,0,2,6,8,4,1,9,102357,98082,92326,87352,86872,82624,74004,65639,57091,52788,0,1,3,2,4,5,6,9,8,11,2320946,313714,237932,221287,182544,105026,73650,64686,54706,53116,9,4,14,3,8,2,1,11,10,6,8649,8463,8450,8354,8172,8151,8064,8050,7974,7850,0,1,2,4,7,3,9,5,10,6,2030222,68422,27638,19291,11042,8370,7965,7752,7752,7739
1811,6,14,8,13,7,5,12,4,10,9,30346,29904,28756,28234,27778,26853,26815,26786,26039,25436,0,1,3,6,4,8,2,11,13,5,1262963,133829,46986,36482,36007,29174,29007,22576,21876,20974,13,5,7,11,9,3,6,12,4,8,35992,34315,33730,32465,31024,27959,23504,23103,21705,20778,0,1,3,5,4,6,7,2,12,8,1466992,92865,48310,33357,22223,21756,21283,19913,18965,18942,14,10,6,7,4,11,0,3,13,8,47723,47709,44329,41703,38982,35261,34667,33151,33080,25874,0,1,2,4,5,12,8,3,9,6,1280246,120063,115841,56393,52520,32988,30578,29246,27516,26089,7,14,13,6,5,8,9,11,12,4,33641,31301,31002,29749,29173,28914,28692,23842,23112,22054,0,1,3,2,4,5,6,8,13,7,1533258,77582,48305,34838,32739,29618,24754,17919,17232,17161,7,5,14,13,9,6,11,12,8,10,31253,30245,29721,28943,28474,27077,26880,25860,25615,23777,0,1,3,4,6,5,2,8,7,9,1784823,98999,45035,30038,28487,27643,22498,20891,19790,17981,14,5,8,7,10,12,6,4,13,3,54574,46023,45356,44910,44744,43339,36645,34512,34422,34312,0,1,3,2,5,4,8,6,10,7,2052317,192456,61444,46617,43633,40368,35073,34321,28493,28455,8,10,12,6,14,4,5,3,13,7,38453,37655,37082,36877,36121,29995,27123,25668,23626,23095,0,1,2,3,4,5,6,8,10,12,2140173,94144,50583,42618,40096,31024,30027,24705,22761,21518,6,13,11,4,8,9,14,10,2,1,40840,39385,36085,35867,35348,27939,24275,22738,21039,20298,0,1,2,4,6,3,8,11,5,13,2028400,89572,58527,46322,33639,31075,23651,19389,19333,19090,6,9,14,4,13,12,11,2,1,5,49827,49253,43917,36970,34725,34128,31223,29398,24543,23427,0,2,4,3,1,9,6,14,7,5,1620029,109616,59405,46068,43618,40129,30669,29568,25288,23996,14,9,4,7,12,6,11,5,8,13,35461,33066,32242,32096,31558,31231,25963,23556,22039,21694,0,1,2,4,6,3,5,7,9,14,1466816,86024,45051,41074,29496,27986,23351,22742,20693,17107,14,6,11,9,8,13,4,3,7,12,37450,37266,34647,30688,28498,28106,27613,26980,24293,22504,0,1,3,6,4,8,5,2,11,9,1343564,109083,50911,34191,33352,22453,21684,21255,18266,16643
1819,10,13,14,2,1,3,6,5,8,12,57843,54089,53162,51754,50392,48614,47771,43619,35740,31388,0,1,2,3,4,6,14,7,9,12,949635,407352,155282,78060,71431,67475,41356,41209,40699,31784,3,4,10,7,8,9,0,1,12,2,136425,100359,93869,75251,66297,64969,53304,52767,51557,47767,0,2,3,1,4,5,9,10,6,7,1935020,223977,164448,136813,101145,70131,54720,43107,41901,36901,7,3,11,5,10,9,1,13,12,14,74097,61149,59222,57104,54685,54493,53303,39488,36917,33609,0,1,7,9,2,4,3,5,6,11,2355418,287263,79834,61365,60332,59858,57845,57384,54995,40760,7,5,6,4,8,11,12,13,14,10,108160,107897,107743,92758,88903,75335,74161,69859,63343,54136,0,5,4,1,7,6,3,8,11,13,2678277,114225,110599,92382,86512,85339,81427,55461,45182,37417,0,4,12,1,8,11,3,7,14,5,53521,46953,45457,45272,44691,41652,40975,39215,38241,37085,0,1,2,3,4,6,8,11,13,9,1894916,453278,122534,121249,111785,71287,60113,47163,45819,40938,1,7,5,2,9,8,3,0,10,4,68748,54644,50142,44461,42891,39449,38137,36590,31178,28800,0,1,2,5,4,7,8,10,14,13,1352966,459678,151037,76123,75885,62831,39988,39110,30174,29386,13,14,5,4,6,3,8,1,12,2,61994,56664,55701,55214,52155,43614,34335,33274,30477,29096,0,2,1,4,5,14,6,3,7,12,2147257,135759,84046,84045,58141,39804,34993,32945,31018,25372,11,14,5,10,8,9,12,13,1,4,51706,50865,40718,38093,33940,33757,29602,28389,28330,22885,0,1,2,4,3,5,10,9,7,11,1637149,161831,51723,46906,38727,35176,30155,27355,26674,21800,0,1,6,5,7,12,11,2,4,13,29445,26071,25495,23657,21140,18560,17231,17187,16561,15242,0,1,2,4,5,3,7,8,10,14,945434,209542,107222,55328,39110,31259,30984,26858,23639,18979,14,13,4,5,8,0,12,6,10,7,127069,98443,97318,82577,74491,59792,59223,56371,52528,51938,0,2,1,3,6,7,12,5,13,4,2085463,203326,138824,117217,97433,64245,61884,53040,44882,43570,8,1,2,5,12,11,6,9,14,4,70383,66739,65312,62385,60357,56173,51829,49617,42349,34592,0,1,2,5,6,8,3,4,11,12,2122526,321011,154091,58930,45871,45355,44688,43011,31544,30564
1843,8,7,9,6,4,0,10,5,3,1,47778,46006,39331,34597,31479,30955,28834,27951,27871,24754,0,1,2,4,5,6,10,9,7,11,893084,209681,100013,44384,42872,41203,34865,34546,30480,19282,7,2,12,6,1,13,8,3,11,10,33980,29315,26183,25902,25218,22865,22627,20417,19321,13111,0,2,1,3,7,6,12,8,11,13,920963,85343,77553,39368,31965,22649,17784,15968,14017,8304,13,2,14,3,8,12,1,7,9,6,27204,27075,24669,24362,20311,19905,19825,19427,18284,15858,0,2,1,3,8,7,13,4,12,14,1315120,85772,66943,55859,21051,19911,19544,18009,12941,12930,3,7,6,2,13,12,14,4,8,5,28187,27410,24429,24311,23747,21221,20871,20242,20051,14556,0,2,1,3,4,7,6,8,13,12,1391600,64432,52129,48211,22196,21993,19037,15094,13067,12597,3,8,2,13,7,4,14,9,12,1,27098,24898,24139,22638,22243,21906,21088,20446,17856,15106,0,2,3,1,4,8,7,13,9,14,1627674,70976,54475,51824,23800,21726,19064,15157,12775,11250,13,4,12,8,5,3,9,0,1,6,53734,48130,46296,42406,39645,39189,37775,28433,27783,27433,0,2,1,3,4,12,7,8,13,11,1821127,95059,76533,71629,34035,25371,24911,22880,22765,16294,3,8,12,13,14,2,7,4,1,9,27103,25161,24807,23601,21682,21164,19632,17639,17638,17561,0,3,4,1,5,6,2,9,10,12,1651255,64492,50239,42675,36678,36582,35050,23072,23053,22543,3,2,8,9,14,7,11,4,13,10,32559,28702,27637,23194,21139,19785,19028,18674,17377,17243,0,2,1,3,4,8,7,9,6,14,1625992,73094,55796,55587,23336,19562,15651,14507,10932,10575,13,3,2,12,7,8,14,4,6,1,30962,29012,27827,27444,25619,23385,19985,16616,15373,14117,0,2,3,1,7,4,8,6,13,12,1546842,58168,45496,41899,23161,22901,19575,16215,13510,13252,8,7,3,12,6,10,2,9,11,13,43887,43878,36360,26530,25461,24489,23273,21392,20438,19094,0,1,2,3,6,5,7,8,4,9,1371350,98963,43020,30598,28106,26589,25765,24407,21926,20098,7,12,3,11,8,14,4,2,1,0,32268,30047,28860,28101,27334,24957,20160,18354,18309,15732,0,1,2,6,4,5,9,3,13,7,1300511,55131,55002,20979,19310,15896,15274,14921,11819,11327
1862,5,4,14,6,13,3,7,8,12,2,75125,72751,64981,61027,56999,53649,50587,44964,37051,36460,0,1,2,3,6,7,11,5,4,12,1471432,208941,174452,104853,53054,46699,43674,36473,33336,31465,6,12,0,5,1,13,9,7,2,8,60926,60900,55847,55162,53581,50108,48926,46778,41566,40863,0,2,3,1,4,10,5,9,11,12,1506171,124634,110702,86973,71118,36866,35021,34090,28400,20799,4,3,11,10,14,13,7,0,6,1,54632,54246,52573,52133,49529,48324,47499,46735,42699,36468,0,1,2,5,4,3,9,12,6,8,2294362,207688,149487,72577,50805,44459,40047,37168,36137,35855,12,11,5,4,2,3,9,8,1,10,66359,63322,62441,54519,52521,43380,39095,35879,35805,34962,0,1,2,3,5,4,11,12,6,10,1957536,188621,144985,76587,58319,57409,38302,34553,32561,23299,11,5,14,1,2,7,13,8,4,12,70104,65397,60014,53548,52617,51846,51533,51022,49760,41874,0,1,2,4,3,5,8,11,10,14,2409166,206028,166285,76556,57385,57140,40243,38241,29414,29277,11,1,12,9,4,6,8,2,0,14,36512,34068,32609,30870,27058,23391,22592,21085,19967,19220,0,1,4,3,2,5,12,11,9,10,1833882,441926,177906,151094,136748,92294,72170,62259,56507,48684,4,10,13,7,12,2,1,5,11,6,64611,61298,57934,54394,51864,51644,48436,43149,32519,32424,0,1,2,4,3,7,6,10,5,12,2025644,252566,152482,67095,55496,50428,39832,35758,32729,27295,12,6,1,14,7,4,11,13,5,0,71658,62962,56751,55674,50083,49848,49672,49142,42322,39379,0,1,2,3,4,9,5,6,11,10,2113557,174839,147401,96392,85086,39775,31934,31804,29978,27494,4,6,14,11,13,3,9,1,7,2,77405,72538,65594,63720,58819,56597,55478,52623,47889,31460,0,1,2,4,3,9,6,11,8,5,2361500,306174,131964,86646,50409,49351,41620,39604,37141,33520,13,11,6,4,1,8,3,9,2,10,68921,68581,64763,62462,58651,53208,51116,45204,38754,36854,0,1,2,3,4,6,11,8,13,5,2226381,291017,104277,86163,74759,60752,41722,33739,32115,31247,6,3,12,4,13,1,10,8,5,9,70124,66733,57687,53973,50432,47852,47598,46829,45419,41781,0,1,2,4,3,8,5,10,13,11,2302058,298405,116117,73575,68715,44997,40771,34838,34726,32001
1869,2,13,3,7,8,14,12,9,4,1,63607,62743,56471,53505,51134,46781,46484,37190,29654,28194,0,2,3,4,7,1,13,12,5,9,2358847,140695,120521,60280,39477,35868,35488,34979,30560,28377,10,6,2,11,13,7,3,9,5,1,45795,44460,43981,33005,32608,32363,31951,31458,31197,30641,0,1,2,3,6,10,5,7,9,11,1971557,153093,101073,43026,33815,27311,26716,24941,19605,16773,3,9,10,4,2,8,14,11,5,1,49051,48309,42752,39349,37293,36801,36514,34406,29601,23216,0,1,2,3,4,9,5,10,8,11,2278862,108475,92507,84080,50270,31257,29196,25539,25081,18551,13,3,7,8,12,2,14,4,6,9,41944,40624,40320,39823,39641,38228,28250,26818,26005,24857,0,1,2,3,7,4,8,13,6,12,2263396,130636,96098,58252,32859,32129,29208,22172,19023,18311,13,8,3,2,7,12,14,9,4,1,44691,43899,42301,40331,38768,37739,36253,33258,28861,24341,0,1,2,3,4,8,7,13,14,9,2471089,141866,104540,63936,34115,33252,31365,22264,20441,20407,11,6,14,2,3,7,1,10,8,9,75041,68797,61660,59570,55344,49818,47299,42174,36700,35263,0,1,2,3,6,11,7,14,4,5,2474720,215265,141969,93172,61084,39942,36434,31104,28285,25589,11,2,7,6,3,12,10,1,8,14,48290,45863,45752,41989,40189,38782,33985,29765,27908,23640,0,1,2,3,6,7,11,12,10,8,2404109,152499,115361,65802,35769,34941,27507,20623,20383,19977,6,2,10,14,13,9,5,1,3,7,46681,46057,46011,45574,42841,39720,36579,32974,30923,27555,0,1,2,3,6,5,10,9,14,13,2425299,169583,116794,50508,39826,38092,26780,24213,23777,22192,5,12,8,2,9,11,1,6,14,4,43615,42622,42023,40906,36594,36187,34377,27004,26798,24857,0,1,2,5,4,8,3,6,9,12,2454566,184292,106764,46195,36107,29292,20663,20483,20259,20075,12,5,9,2,8,1,6,13,11,4,51636,49794,48650,48340,43051,39041,37761,33853,29126,23492,0,1,2,5,3,6,9,8,12,4,2477986,182440,115487,49776,35158,33828,31603,28971,28440,26860,11,8,13,10,14,1,5,2,7,4,41977,41905,41353,41222,40325,40033,39137,39077,38455,38429,0,1,2,4,5,7,8,10,11,13,2429175,195813,96213,48324,40053,29414,28814,24327,23492,21598
1876,11,14,8,5,2,1,4,7,10,13,30195,30194,29639,28454,27200,26048,24488,22313,20028,17971,0,1,3,2,5,4,6,8,10,12,1960069,121099,37035,18635,18307,18081,17177,15946,14411,12580,8,5,7,11,2,10,4,1,6,3,36292,32212,30871,29910,26306,26159,21110,17768,16696,14082,0,1,2,5,4,3,8,7,11,10,1604878,89161,52350,29101,28584,26414,25559,21006,15486,13365,2,1,7,8,4,5,14,11,10,13,33571,32995,31753,31212,30812,30178,26592,24380,21938,21886,0,1,2,4,5,7,8,13,10,6,1743126,184262,66827,47807,26979,24050,18835,18295,16907,13341,13,14,7,11,10,12,8,9,4,6,33697,31980,28160,27615,27249,24436,24410,17049,16951,15816,0,1,2,4,7,13,8,14,10,5,1472917,65471,25157,21822,19895,18020,16953,15892,15769,15636,8,2,14,4,11,5,1,7,3,10,27980,26402,25974,24261,22378,21991,20958,20736,20714,19171,0,1,2,3,4,5,8,7,11,14,1583401,97183,69579,35649,28920,22310,19074,17229,13406,12602,7,11,8,6,10,4,5,9,3,12,91031,73836,72969,72361,70334,54694,52317,48133,46731,39508,0,1,2,4,5,8,6,7,11,9,1012562,229277,109695,82049,75485,64228,58341,55567,41485,40213,5,4,6,14,7,3,13,8,2,12,23652,23418,23383,22950,22732,22134,21322,20373,18747,17173,0,2,1,3,6,4,7,5,12,8,956691,62558,49133,46037,25462,23061,22427,19623,12240,11509,3,7,1,9,5,13,11,12,14,8,27942,26128,24178,23444,23424,23323,20401,18955,17634,16945,0,1,3,2,7,5,11,12,6,8,1307277,120901,53408,46693,25962,21089,16181,13547,13135,12909,11,3,12,2,10,4,13,5,6,1,29258,28519,26765,26537,23998,23500,19400,18934,18716,16347,0,1,2,3,4,5,6,11,10,12,1330020,69634,68190,47253,26249,18356,17625,17148,13957,13423,11,3,12,2,4,10,13,6,7,5,30224,29637,29495,28099,23076,22258,21463,19755,18935,17666,0,1,2,3,4,5,6,11,12,7,1406557,84665,70121,49646,29041,18090,17411,16937,15731,14653,3,12,13,2,4,11,14,7,1,8,32144,31697,29461,28421,26673,25269,18172,17309,16821,16760,0,2,1,3,5,4,6,13,10,12,1463383,68862,55588,43613,26873,26773,17306,14874,14776,14003
