account_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
344,24,36,48,12,143,60,155,119,131,107,264350,248640,202316,194525,158661,157923,155706,147927,146763,140568,0,12,1,24,2,3,4,36,10,48,14712964,993544,742158,597985,569944,538847,383017,337470,279410,213790
347,108,97,121,146,153,0,154,158,73,163,371844,330926,321516,313975,302920,296374,269568,266166,258313,255280,0,1,2,6,10,5,4,8,13,7,24365038,2500178,2295843,1434859,1057380,1040621,996629,956416,948918,767111
349,155,131,143,167,119,179,48,36,107,150,120884,118896,108511,95585,92361,84621,80525,78155,74579,66825,0,1,2,3,5,9,11,12,22,24,6994298,1343573,646806,402472,306055,245551,241778,234091,166807,158216
378,88,86,91,134,158,170,12,114,119,122,382344,379591,376206,364137,360024,355589,323387,310713,306984,303398,0,1,12,4,3,2,7,13,8,6,26579928,3632600,1535180,1474467,1441247,1361234,1326358,1057212,920500,878115
426,59,94,119,35,161,71,106,47,165,169,140480,132215,120079,115415,110404,109820,108211,102526,102491,101839,0,2,4,1,9,3,8,10,5,6,7546397,1176958,1170422,753486,640080,613367,521483,487160,325211,315675
440,24,12,60,107,167,143,179,48,155,83,212351,191778,187639,178027,173243,170179,168740,165269,163935,163565,0,1,2,12,4,3,24,6,13,10,9443844,1843363,1538226,920893,824173,769345,556873,487253,381108,339018
442,24,51,85,10,39,37,36,133,99,12,172033,157439,148825,140712,132931,127708,125538,125171,122894,122747,0,2,1,3,5,10,7,12,9,4,8559469,3292514,2880119,1509598,932296,889887,759947,568485,507725,443315
472,60,107,48,119,36,131,95,72,167,134,466783,460458,445520,444159,422840,412203,401071,390841,379498,377614,0,1,2,4,3,11,12,8,24,36,17209190,4089167,2404354,1477532,1332187,939214,909406,902608,896097,760770
501,134,13,97,158,110,121,73,0,37,171,189484,184912,184168,172958,164109,158181,157204,148017,143404,142645,0,1,4,3,11,6,13,18,2,16,15929689,1741328,931471,605705,591247,577228,503974,386006,368171,340696
525,74,60,12,58,90,37,11,24,48,9,178379,176695,170884,160546,157516,157194,156949,156550,145168,135645,0,1,3,2,7,4,9,5,6,11,15235779,3260162,1604608,1503827,1359587,1267696,1072208,1018179,1008078,830687
544,24,36,72,131,84,12,119,83,95,60,378630,272907,271262,262698,257753,256280,253970,230654,216830,214496,0,1,12,2,24,7,10,6,36,3,22401192,1490376,1216327,1018590,862563,669297,631056,622082,579956,514372
666,48,60,36,72,24,84,95,107,179,83,230881,230035,210504,209243,185981,157399,131831,130123,122117,118723,0,1,12,2,24,4,13,36,3,48,17697404,1391699,570331,520376,432674,368430,288094,283097,280929,253898
675,36,107,119,24,48,95,179,12,174,167,188676,161401,153770,144384,135061,124347,122146,107773,105815,101523,0,1,12,4,3,2,36,24,10,48,13629945,1282405,528704,400521,349158,330023,294171,290239,198370,172191
718,85,12,83,48,168,60,106,120,119,0,291297,286848,276528,271486,271484,267446,260318,249714,243573,243088,0,1,2,6,3,12,7,5,13,9,13698470,4307922,3421843,1695267,1209909,1089413,1077795,992370,720891,641684
785,36,48,24,155,12,131,143,95,60,119,388425,384321,313210,306366,301956,279167,255755,251909,241341,234590,0,2,12,1,24,36,11,7,8,17,18479132,2555841,2011964,1856264,782027,665933,583691,523184,496240,492533
789,131,179,119,174,143,24,72,167,84,83,70016,65075,61162,58167,57669,56369,51383,49118,45545,44807,0,1,12,2,3,24,10,6,4,36,6343525,397573,213926,190431,144213,129497,95772,80019,78237,53839
790,137,116,145,159,138,45,83,144,166,60,228870,217344,217319,208080,199898,195831,192746,188733,183215,182948,0,1,2,5,8,9,7,4,12,10,14812238,3565749,1685384,1221878,1117069,957696,858796,743922,652347,598046
808,36,24,48,179,167,119,60,107,131,72,299770,264283,224159,196195,190200,170244,162977,153812,141023,130140,0,24,1,36,12,6,2,48,3,7,6245226,655336,548654,523608,502303,449457,398768,281929,268728,247135
813,24,12,60,36,119,107,158,167,72,131,214836,203389,168968,143541,139160,132962,129826,124271,121560,120034,0,1,12,24,2,3,5,6,11,8,15399092,904927,830618,504267,502359,411041,358322,326870,311477,291750
816,12,25,128,71,88,180,79,175,64,161,274012,267132,262023,261956,260550,247181,245345,234810,234376,230475,0,2,1,3,5,4,8,12,7,14,23664925,3410976,2652460,2346803,2282929,1345440,1236466,981689,965340,818467
817,24,36,131,143,12,179,72,84,60,174,469887,325693,281704,265187,251095,248498,248012,204976,203933,200379,0,12,24,1,4,6,2,36,8,5,14901187,1261940,1129300,754597,701334,624105,507985,507720,346326,337920
825,131,143,155,119,167,48,60,72,162,179,260422,255810,228772,213535,204823,179814,176499,174938,168725,168304,0,1,2,4,12,36,24,48,60,3,10964154,1072586,490872,325200,322092,252673,227885,211909,167619,160972
846,72,169,12,102,129,96,7,123,50,132,176271,159941,159424,157410,155597,154532,144026,138408,137932,137057,0,1,6,7,12,10,2,4,5,11,14102608,2908807,1390389,1216496,822370,796502,732977,585584,581655,520999
854,24,36,48,143,155,167,131,60,162,95,196663,187160,131633,123550,115484,108776,106246,97152,96064,92614,0,24,12,2,4,36,1,48,6,5,7750199,440146,394213,344955,299951,292868,245816,181788,174355,117655
873,48,167,174,24,155,60,12,36,119,84,99469,83232,79831,78449,78266,75874,75672,67913,64990,64834,0,1,2,12,3,5,7,13,11,6,7824772,2015889,856034,458461,431175,300240,284436,219883,212328,190444
915,167,155,179,143,131,48,60,119,174,36,559830,543545,500838,477338,459243,428319,420425,416976,410639,398998,0,1,3,12,24,36,4,13,48,6,18360548,2994580,970315,894614,847360,755651,689942,625524,599991,506880
938,44,33,22,55,11,121,120,66,110,131,78526,73879,71845,69985,47995,45313,44587,44493,38649,37895,0,1,3,2,11,4,7,5,12,9,10014944,1175751,754643,454580,429428,417774,331968,315087,269932,232910
940,24,155,12,131,60,134,167,143,174,107,331774,328947,323654,276272,260320,257787,251252,247067,240382,237820,0,1,3,6,12,9,11,5,24,2,27918664,2490837,1955270,1618507,1593876,1116326,956759,933546,912165,859628
960,24,36,167,155,12,131,73,48,179,72,579347,455631,413807,391167,382363,373911,352200,340614,328349,325368,0,12,2,24,3,36,9,13,7,22,20118340,2428853,1729032,1537989,1085320,973693,656901,542049,520588,484354
993,6,83,120,43,55,156,97,170,79,119,108080,105504,103523,99703,98973,98606,96490,92689,90704,90631,0,1,3,6,2,7,9,4,10,8,14850220,2305790,1626654,1106314,1021947,934986,751159,549893,464739,402120
1004,49,122,12,169,170,123,20,124,167,41,444277,362272,318160,317709,311827,308017,285149,279441,279287,275486,0,1,3,8,2,12,9,4,6,10,22321875,2443341,2432058,2199082,2001195,1358114,1152428,1060278,896607,869524
1011,36,107,95,84,60,72,143,119,48,131,286757,276803,272470,260130,255295,253817,243960,241545,230673,226535,0,1,2,12,24,3,36,9,7,60,25863255,2280465,1293908,1059976,694655,453992,448562,445896,440721,274540
1012,12,48,167,36,72,24,0,174,107,131,400256,337668,328176,319613,294249,269893,233065,231911,229436,228060,0,1,12,3,2,5,6,7,10,4,16754351,2142666,1709286,1542069,1307685,1079367,981873,624255,596612,561933
1068,159,37,25,36,13,169,150,147,168,135,282183,267060,265534,228296,226479,198110,194405,180495,179253,179051,0,1,2,4,3,9,13,10,7,6,14308740,3383031,1899502,1565769,1188126,940871,927475,738846,656324,613391
1071,16,83,89,122,73,177,26,131,60,119,353238,296544,288029,278772,275566,273010,267055,265004,263466,259275,0,3,2,5,10,7,1,16,6,8,18586491,2753561,2671031,2413447,1746237,1592830,1176184,1057543,1013022,891079
1083,36,48,60,24,72,143,47,59,84,131,183761,174711,164641,161913,138443,134540,122025,120712,118756,116291,0,1,2,5,12,4,24,11,6,7,11329548,1542402,1202548,543302,484043,475715,448798,366917,325680,290969
1093,119,131,107,179,174,143,60,48,61,72,481870,388511,374263,352617,329717,328792,316418,314746,314318,307566,0,1,12,24,3,36,5,48,7,15,13854800,1909795,1651214,1351652,1216070,1019394,804127,568112,505300,494982
1106,124,167,85,78,170,108,179,84,95,107,299837,277714,273138,272737,251449,247664,245408,234979,229827,228960,0,1,3,2,5,4,6,7,11,9,17853232,2927322,2369186,1993317,1721148,1590552,1073823,850609,748646,708031
1166,48,143,24,12,36,131,72,119,60,95,340498,247668,244146,241665,225517,207006,195421,186182,180308,178403,0,12,1,24,4,3,2,48,36,6,14451860,1189708,1115397,643310,510706,487262,455127,399767,378360,371089
1242,133,96,12,83,159,121,110,72,59,171,298728,244020,226415,223793,217483,217263,210984,209604,198846,198823,0,1,2,3,12,4,5,7,16,10,15920366,3649902,2633464,1613392,987471,929665,879205,682561,555971,489801
1244,162,167,174,131,179,155,150,143,96,107,82408,79510,78315,73894,69873,66828,66183,65524,49526,48331,0,4,1,8,2,12,6,5,11,15,6392334,502816,476553,251921,228851,145007,142530,112050,106017,68971
1247,97,148,146,113,61,85,104,73,62,49,413003,357176,355639,343285,324105,323640,304181,299744,295663,283808,0,4,6,1,9,7,13,3,8,10,23144309,2765469,1710889,1648910,1478684,1458344,1144885,1097165,1094635,704468
1250,36,12,24,131,143,72,83,174,167,84,396776,379930,337156,268724,266589,263915,254175,218910,218518,215991,0,12,2,24,36,6,8,1,4,5,9320247,1935984,1014516,817008,617044,560381,458458,449420,435497,308517
1252,36,24,119,48,155,167,60,179,107,146,381382,355969,345558,313811,307619,307517,282365,268976,265248,260748,0,3,2,12,4,5,24,8,36,7,14431616,1389614,1182349,1094449,1043677,770970,624347,563173,514254,411513
1256,36,48,131,24,60,143,119,162,150,72,275246,242751,221979,186598,184670,181700,172840,137344,137055,121015,0,12,3,4,24,2,1,36,6,5,10472899,659015,620904,587077,493831,467674,454529,454255,352219,263024
1270,36,12,72,95,107,48,119,131,83,60,189842,172087,169223,163519,154395,152876,150690,149613,145218,140174,0,12,1,3,2,36,9,5,4,24,8975128,707057,523963,419982,283588,272547,226691,205808,187309,183334
1284,110,98,159,24,36,97,146,147,158,85,339752,303845,260335,258090,256062,255947,253271,247162,230968,229470,0,1,2,3,12,5,10,8,6,17,16467561,4624796,3862994,1445417,1334346,1203351,1168168,1090857,948906,693563
1318,92,66,111,64,44,12,159,131,25,73,168118,156395,148601,135715,131639,125953,124483,124339,122656,121625,0,1,2,4,3,7,12,6,5,11,7928444,2400987,1071365,870800,827676,776414,688632,518085,469195,344721
1329,24,60,119,12,36,107,61,72,96,73,129063,106855,100461,98386,93950,93234,86660,85970,84111,77408,0,1,2,12,3,4,10,6,24,11,8690137,1179478,965792,579697,476259,462425,367867,329877,281408,254574
1374,12,36,73,97,60,119,155,179,84,143,684724,619892,457095,419959,393972,393619,383573,366593,363771,347432,0,12,2,3,6,9,36,13,1,17,23152564,3337437,2300599,2086354,1404073,1029781,914026,887957,767211,661892
1375,36,24,143,48,174,119,131,155,179,167,275686,247799,244645,236418,227999,224740,223968,220741,216272,215900,0,4,12,1,8,24,10,3,2,5,16457320,1131302,720664,677235,637915,494520,454025,408656,400680,359568
1389,73,69,36,136,24,134,172,16,104,46,367234,335008,324501,321954,299217,277167,268497,257581,256392,251295,0,1,4,2,5,7,8,3,9,16,14952753,2862023,2846019,2804076,2528691,1841234,1802860,1292697,1210282,890628
1407,170,12,73,37,110,50,74,179,137,60,526917,389977,369353,357490,349324,328163,323415,322095,298117,292907,0,1,4,9,17,12,10,5,20,3,25001478,3943098,2041230,1801018,1525920,1386173,1134374,1062349,1039827,840408
1447,48,12,24,36,143,108,72,131,150,179,144147,138958,109384,95447,92663,89377,89019,87881,76102,73193,0,1,2,12,4,5,6,3,24,13,10551090,1352436,1007075,655198,425440,411759,398601,368361,367940,327837
1480,170,110,89,49,48,93,98,158,44,28,391495,347223,342788,336884,336120,285079,275487,266573,260391,258432,0,4,2,9,7,1,3,6,5,18,18056293,2625172,1760952,1262913,1247365,1227883,1142373,960980,927239,913831
1498,85,24,122,75,13,73,171,177,141,132,222983,197228,178520,177965,169439,169162,165370,157972,152304,149920,0,1,4,2,6,3,13,7,9,10,11168021,2808856,1381641,992643,977655,969915,898334,642485,558507,542630
1527,165,146,56,94,79,144,60,31,0,13,359365,348757,335191,323162,321606,314407,309365,294375,293202,288684,0,2,1,3,5,12,4,14,6,10,17486295,3343279,2911909,2357295,1643718,1628977,1223173,1049220,1040893,939520
1528,48,24,12,167,155,179,143,95,107,131,236034,228290,221960,216407,209396,205918,203709,202714,200514,194164,0,2,12,1,6,24,3,4,7,48,10507750,1037891,1014922,546908,540086,533153,467791,440693,311172,300674
1580,24,97,33,54,157,153,114,49,155,19,306875,302729,279687,224698,223248,217917,212001,211454,207550,207466,0,2,1,7,5,3,4,10,12,24,16043276,3289354,1999025,1634644,1545946,1305929,1008824,843788,840921,701074
1583,26,36,38,120,34,98,78,80,0,109,380468,361555,279308,270364,269242,259856,255720,252576,252338,251935,0,1,4,7,5,2,14,26,3,12,8564801,3536951,1369340,1306851,1302126,958162,751763,644867,548306,545619
1603,60,24,84,12,143,48,72,36,71,162,118306,103687,103488,102918,91408,91028,89897,89707,89219,86042,0,1,3,12,2,4,9,24,10,8,12067750,928704,651691,549424,292439,287327,269758,243620,237085,235537
1638,134,158,146,173,49,169,122,163,73,149,215418,185054,171993,165155,162456,158693,153574,149489,149437,147188,0,2,3,5,11,12,6,10,1,7,18076463,2279425,1673114,1521681,873309,785378,710570,688504,680846,608136
1656,48,12,36,131,143,60,119,24,84,155,419720,329312,323729,309717,300204,297829,289327,288838,273577,247916,0,2,12,1,4,24,36,48,23,11,14778708,2257916,1787843,1655761,926213,604024,553013,551035,481361,423635
1698,155,83,95,143,24,36,162,84,107,12,139858,125653,125165,122444,118656,113340,100444,99824,99283,97189,0,2,12,1,24,4,5,14,9,19,15355202,733491,600753,500565,335981,293729,276405,216241,207154,196973
1718,24,36,60,143,48,155,12,131,167,119,638007,499528,442995,425279,400299,397923,375498,355224,327292,324284,0,12,3,2,24,13,14,8,5,4,22758637,2349361,2148872,2102908,1696476,972031,970150,936599,933192,917766
1762,167,179,119,143,155,174,131,107,48,95,250054,249756,241828,238745,227322,224660,220683,208105,200785,186264,0,12,1,24,3,8,36,2,48,6,9773739,864173,632552,424954,381046,332103,301058,267166,249539,246974
1766,36,24,107,167,48,119,179,95,155,131,351186,349436,200054,194983,192243,191080,174494,172848,163287,152173,0,24,12,36,2,5,1,48,17,3,8818802,851013,749407,576206,415508,406648,276361,262662,253114,248442
1772,143,131,36,48,24,60,155,119,107,72,542291,528367,522563,519491,446534,446401,439583,414886,319255,292752,0,2,6,7,5,12,24,1,36,8,23138592,2593335,1792860,1435480,1316375,1203190,1184154,1119392,855242,631159
1776,36,12,167,155,143,119,72,107,174,60,193815,192637,160642,154616,152884,145814,139367,134847,131960,130820,0,2,12,4,1,3,5,7,36,10,13912821,1906855,919899,910266,836470,692392,558604,502530,360114,351367
1787,76,168,170,21,169,46,49,94,173,97,224248,217635,214392,208269,206118,194040,193985,185038,184335,183968,0,1,4,5,6,2,3,21,17,14,7652367,4145014,3166561,2344915,1875762,1838009,1764943,639814,609950,457133
1801,12,85,97,73,121,109,61,24,171,95,288750,190101,188365,170083,162564,158214,158139,157792,153915,150221,0,1,12,3,4,2,5,7,24,6,7726047,1592866,1338982,706169,691000,611540,566140,438771,422149,330034
1808,135,37,110,36,131,143,98,45,149,49,182299,180550,169242,166171,154653,152540,150460,150370,149444,145886,0,1,3,4,2,5,9,17,16,6,18539058,3796671,2682420,1926049,1679370,1075615,827726,745731,726884,647588
1811,36,143,48,131,107,179,72,155,24,167,283582,269049,267260,264853,263971,256163,252491,241652,237035,231918,0,1,5,2,12,8,24,10,3,48,13811014,1042223,760670,695410,637581,607210,490247,454142,438304,389850
1819,48,36,122,25,13,24,133,35,84,41,212589,169266,164190,162072,149133,145831,144862,141918,141736,137133,0,1,2,3,5,4,9,11,8,6,13709539,2419337,2271074,1974233,1209375,891582,770560,751866,731092,720539
1843,24,36,95,143,155,84,83,12,107,48,249653,247698,232779,231344,228559,185443,185134,177432,168711,165110,0,1,2,12,24,3,36,10,7,9,12745247,2534260,1478808,750565,603598,531267,413483,301474,289716,235859
1862,36,143,60,0,24,119,12,72,131,155,651666,525262,502681,500409,473216,449416,447774,437766,420167,393394,0,12,1,3,24,5,36,8,48,6,21100984,2160821,1428894,1369317,1256051,967547,904826,684141,644817,531978
1869,36,48,131,119,24,60,85,122,179,72,300673,280214,261036,259734,251808,248580,231162,222383,221655,218031,0,1,2,4,12,24,3,11,8,7,23418377,2253310,1350628,923649,704728,592640,577290,518616,506553,476688
1876,48,83,12,24,84,95,131,119,60,71,236217,225392,216538,211803,209752,207388,203594,203382,200846,171965,0,1,3,4,12,2,13,24,6,9,16128033,2433097,1395288,1044055,945399,878533,707225,612827,570022,510256
1886,36,12,167,107,179,60,119,155,131,143,456409,427121,311357,301749,297250,295943,281590,274137,257533,256949,0,12,36,1,24,2,48,13,10,6,12110856,2042914,763815,660666,489587,391735,351894,347752,334065,330280
1888,12,36,119,167,60,143,155,84,158,95,522794,373539,365034,346568,330411,323159,321685,292024,280122,274992,0,1,12,3,11,36,6,24,9,10,14383793,3788486,2447142,640040,567401,541254,536185,516918,510845,408750
1906,85,24,157,41,74,173,140,17,28,61,342443,328657,289187,281165,279210,277515,277249,269032,250931,248662,0,1,2,3,4,17,9,24,13,5,19735504,3308407,3192662,2596266,1874901,1061433,853822,747303,731361,711633
1928,12,36,60,133,122,48,84,155,148,119,236985,229951,213321,173887,159228,159134,152813,149321,137738,134777,0,1,12,2,11,5,6,10,13,24,11150320,2422612,1100071,773729,561331,498265,458131,365879,356716,347394
1967,86,24,84,95,10,73,144,174,142,82,366838,334719,301527,263177,249083,242081,240720,239479,232138,226638,0,2,10,4,5,9,8,3,12,14,11870340,3429729,1667306,1648336,1594958,1403465,1260141,1101622,932448,916344
1978,48,167,155,60,179,174,143,12,36,72,493095,469949,448086,445707,432694,386440,377907,374068,360720,350790,0,12,2,1,3,4,48,24,8,6,17653743,1937230,1569875,1288738,1219800,791114,699158,695456,661605,583500
1993,109,170,36,48,118,49,148,24,138,103,243070,237502,232296,232178,230253,226955,223017,222662,211713,201251,0,1,2,13,7,5,3,22,4,14,15185199,3282680,2230117,1311496,1245992,1019144,990769,958629,842930,760769
2000,36,60,24,48,72,155,179,167,174,162,280717,245317,241249,234792,221361,198433,195352,187729,187652,181294,0,3,24,12,2,36,5,8,17,1,17072272,754666,717234,714287,603713,544647,502002,435631,334319,323713
2018,167,143,155,131,174,179,162,150,119,107,93223,90715,88410,88261,87016,82925,71907,55082,49434,47756,0,2,1,4,12,3,5,6,17,8,5537900,448358,433762,178519,107025,105877,93162,84623,65022,52842
2035,36,48,24,167,119,107,179,60,174,95,390886,351918,308086,299354,292411,291664,278664,275867,263044,240711,0,1,3,12,2,24,36,9,4,7,16121624,2122825,988799,890694,858217,669999,571094,541301,501355,450423
2051,112,51,83,135,96,150,22,45,76,16,287009,240198,227324,222751,216291,202439,199462,198257,196848,193256,0,1,2,4,6,7,16,8,5,9,6260807,4045744,1901387,1819594,1492977,1269008,1026382,960932,904408,870772
2055,155,167,143,24,107,179,119,174,72,131,140307,133315,129091,126555,122193,121595,121160,120906,108835,102991,0,1,2,12,13,24,5,4,14,3,6530915,1477855,779559,407827,333455,332385,291513,248997,237673,210572
2062,12,36,60,107,95,119,48,143,72,24,634749,624081,557243,521344,519449,512628,487994,456582,449335,399356,0,12,3,24,2,7,36,11,9,6,19004499,2838705,1902888,1277043,1264330,980688,922646,898662,839868,791531
2064,12,48,167,36,59,119,131,95,174,24,249855,173070,142558,136700,135964,133161,131875,128377,127864,125163,0,1,2,12,3,7,4,24,13,11,10024835,2516184,1581651,874356,694631,440253,404363,360262,320264,299595
2073,36,24,143,48,131,155,85,12,122,60,316474,305393,245645,209813,200801,197673,183458,181273,152533,149564,0,1,3,24,12,5,2,36,8,4,14759429,1869191,1301915,745132,706928,696956,692567,572264,484835,443590
2080,36,12,61,119,107,179,24,48,167,37,707195,651973,453673,449064,444165,443959,435956,420755,391100,390583,0,12,3,4,2,36,24,5,8,7,24047285,3505203,2241844,1688924,1323416,1323046,1310257,1109411,1085276,895459
2106,107,119,60,84,96,95,72,48,108,83,94191,91318,91144,88213,86873,86231,83120,80401,75754,74137,0,1,2,4,5,12,3,6,7,36,6166785,493170,343098,295524,282930,273860,266502,195320,189744,182388
2116,96,47,107,46,116,9,7,160,162,60,248011,219226,198164,194813,193678,182628,180077,172652,172595,166793,0,1,2,4,5,7,9,3,11,6,15119418,2212245,2136485,1677639,1522458,1065963,971527,706162,594779,581730
2134,24,36,12,134,122,85,155,97,167,143,189223,157247,141929,119935,115633,112201,108794,105608,100955,99078,0,1,12,5,24,2,3,4,36,11,14438387,1324363,610344,403590,403205,374523,347196,297478,294712,282082
2142,60,72,143,131,107,36,48,24,155,95,335597,283486,238354,226070,215899,212012,208837,192917,191130,185282,0,1,3,12,11,5,2,6,24,13,15552053,2137019,1549690,631304,572065,548412,446336,445475,427454,424727
2143,24,36,12,85,131,167,60,119,134,179,307801,208178,200950,181939,174108,171849,168662,164401,163485,158930,0,12,2,4,24,1,5,36,8,9,11846245,1224063,841017,785128,779504,749654,495290,373705,336612,303678
2153,48,24,60,36,131,143,155,119,72,12,537945,517403,459709,426114,365999,362348,324492,309277,292230,260340,0,12,24,36,48,6,60,3,4,2,9118802,1234846,1181801,741172,689107,525437,461314,455106,426326,403629
2165,24,36,143,167,155,95,150,72,48,83,381127,319422,253914,246324,236818,229609,203926,203271,199346,197456,0,1,2,12,4,24,3,36,11,17,13867670,2896017,2161543,1277640,866040,743827,712443,531652,463236,388732
2167,12,36,131,24,119,84,48,72,143,179,426635,320816,315529,296720,270527,252003,250377,249636,248421,241085,0,1,12,24,2,7,3,36,48,23,22610694,2276632,1988149,642528,603090,591024,507754,445177,265747,204845
2176,71,59,72,60,121,22,75,25,153,74,125365,111216,105856,104778,103543,101487,101034,99637,98945,96918,0,1,10,4,9,2,13,11,3,5,3204689,2467512,703390,642333,633200,611213,491357,489161,478793,423241
2187,49,158,47,123,85,110,132,39,12,37,387011,376003,329291,326980,311568,302609,301624,299558,295721,278381,0,1,6,3,2,12,8,5,11,10,22644444,3003286,2437637,1940521,1351411,1327106,1318958,1146149,1146054,922813
2218,36,24,179,119,60,131,48,61,146,158,427163,377788,344434,329325,326492,322279,312298,304601,294535,287365,0,12,2,5,10,4,24,3,7,8,21009534,1831785,1796565,1458723,1430914,1318294,1293790,1002075,905847,892454
2227,162,36,104,59,0,123,37,16,48,35,393189,345986,336091,335794,332602,327140,318254,313685,300983,295539,0,1,4,7,12,6,9,14,3,2,22463905,4260473,3631741,2380274,1595879,1459798,1324417,1246049,1122030,965195
2228,12,36,72,121,24,131,85,48,98,159,178503,160524,146413,116206,115385,106343,105191,104478,104289,100831,0,2,1,3,4,12,5,6,7,8,8831448,1611281,1243458,1187173,1000385,921800,867450,756163,590688,500302
